"","100_hist_stndrd_C5_Slot1-1_1_1279","1_hist_stndrd_D5_Slot1-1_1_1281","1_hist_stndrd_E5_Slot1-1_1_1282","1_hist_stndrd_F5_Slot1-1_1_1283","1_hist_stndrd_G5_Slot1-1_1_1285","1_hist_stndrd_H5_Slot1-1_1_1286","1_hist_stndrd_I5_Slot1-1_1_1287","2_hist_stndrd_J5_Slot1-1_1_1289","2_hist_stndrd_K5_Slot1-1_1_1290","4_hist_stndrd_L5_Slot1-1_1_1292","4_hist_stndrd_M5_Slot1-1_1_1293","8_hist_stndrd_N5_Slot1-1_1_1295","8_hist_stndrd_O5_Slot1-1_1_1296","auto_2_D5_histStand_1_Slot1-1_1_3404","auto_2_E5_histStand_1_Slot1-1_1_3405","auto_2_F5_histStand_1_Slot1-1_1_3406","auto_2_G5_histStand_2_Slot1-1_1_3407","auto_2_H5_histStand_2_Slot1-1_1_3408","auto_2_I5_histStand_2_Slot1-1_1_3409","auto_2_J5_histStand_4_Slot1-1_1_3410","auto_2_K5_histStand_4_Slot1-1_1_3411","auto_2_L5_histStand_4_Slot1-1_1_3412","auto_2_M5_histStand_8_Slot1-1_1_3413","auto_2_N5_histStand_8_Slot1-1_1_3414","auto_2_O5_histStand_8_Slot1-1_1_3415","auto_4_C5_histStand_100_Slot1-1_1_3489","auto_4_D5_histStand_1_Slot1-1_1_3477","auto_4_E5_histStand_1_Slot1-1_1_3478","auto_4_F5_histStand_1_Slot1-1_1_3479","auto_4_G5_histStand_2_Slot1-1_1_3480","auto_4_H5_histStand_2_Slot1-1_1_3481","auto_4_I5_histStand_2_Slot1-1_1_3482","auto_4_J5_histStand_4_Slot1-1_1_3483","auto_4_K5_histStand_4_Slot1-1_1_3484","auto_4_L5_histStand_4_Slot1-1_1_3485","auto_4_M5_histStand_8_Slot1-1_1_3486","auto_4_N5_histStand_8_Slot1-1_1_3487","auto_4_O5_histStand_8_Slot1-1_1_3488"
"H2AJ-K5[un];K9[un]",0.0182949564103182,0.00869093114761693,0.0067649443253239,0.00974129134613075,0.0076221188053132,0.0076475413863178,0.00853369936536945,0.00794828466791907,0.00816172752662413,0.00710559537196508,0.00661576694275362,0.00954372814102849,0.00798727693745702,0.00819042402119223,0.0111242303063398,0.00887993076184306,0.00925664694659364,0.00242046010483474,0.00831291418546935,0.00330512874612653,0.00712643271920829,0.00697924453767663,0.00582000467470414,0.016164942860853,0.00759523117712738,0.00655278380103777,0.00798340232675682,0.00717382155349774,0.0131667915364107,0.00716120888496167,0.00910893751540056,0.0119914702299402,0.00853897419337042,0.00676189083426145,0.00659682869458236,0.00609854799231774,0.00635374456604908,0.00633597938658336
"H31-K18[ac];K23[ac]",0.0216965953183451,0.00847331487346566,0.00919027587625921,0.00871681887580283,0.00822574471891283,0.0097855227010533,0.0083924040980265,0.00799823906959881,0.00889275563546749,0.00871837647376478,0.00774784706629617,0.00958067992925993,0.0105188977299515,0.0402300149100249,0.0475020354556534,0.029747387768822,0.0237931457850138,0.0338467047933964,0.0197049014326853,0.0273397215676892,0.0207572735352442,0.0221222132786933,0.0205377292672979,0.0203635947026858,0.0170459275359908,0.0133182309778428,0.0366854166742038,0.0442253975260095,0.0459971944800968,0.0284802053997131,0.02461470645215,0.0204022570273441,0.0182879026001932,0.0183035204307651,0.0169806577715595,0.019450394260197,0.0161325290853808,0.0219728842597452
"H31-K18[ac];K23[un]",0.0601790425917325,0.0225727387253384,0.0244615140804355,0.026109669040105,0.0310458530842366,0.0290928009451472,0.0268064173816986,0.0305078844383086,0.0296413433415131,0.0311867100299763,0.02591921486881,0.0365129763285002,0.0369871119258686,0.0362594332122139,0.0569959177712719,0.0411507414114679,0.0396110951368186,0.0539122597272207,0.0461971370370861,0.0469704802470188,0.0359458546317253,0.042652545418235,0.0423580559431507,0.0312604996153197,0.0303757781037904,0.0341880360419537,0.0344900827288869,0.0397550001707492,0.0575435083841729,0.0351934883997467,0.040108750914166,0.0157145591388088,0.0255189898159627,0.0170283594036193,0.021159564859707,0.0332005951653462,0.0281805728318821,0.00827304659103324
"H31-K18[un];K23[ac]",0.274346543944501,0.140811856144934,0.142743707647575,0.145448614463783,0.140756265907954,0.142923390952678,0.150248743474471,0.154385652613607,0.152168613006782,0.164710447286329,0.163118456707259,0.17990357654113,0.177154449093745,0.165010739302714,0.185522114617301,0.18862551687729,0.182323340646344,0.455924919098138,0.169079018160878,0.287329030959386,0.183232637150252,0.186936879075502,0.190760062747695,0.166205178118648,0.175569156893437,0.19874070778794,0.158553273636718,0.160296587397131,0.177601295351461,0.192946742422732,0.178948474025758,0.16516254000687,0.192338295554081,0.185680023304027,0.159506519318594,0.18288382738885,0.209798856613038,0.204975167272812
"H31-K18[un];K23[su]",0.00610770905455198,0.00347162366521092,0.00446981824797482,0.00259806593552059,0.00295879121719248,0.00302020542804679,0.00241056535330204,0.00275804563266911,0.00224557350427713,0.00243394979747615,0.00312229053307618,0.00272621425719286,0.0024700816706427,0.0170965673305123,0.0137530366768211,0.0223129480643923,0.00917495460296372,0.0395544283470748,0.0126109320319275,0.00868652554118342,0.00500902419463004,0.00444047361707503,0.00310272711347338,0.00361297937208973,0.00236076677347794,0.0012922110200253,0.0117361247433546,0.0226484292521196,0.0225989559093026,0.00635899044105064,0.00778625684394738,0.0103073243109777,0.00271830654713672,0.00397486985884989,0.00552004327562401,0.00622570517082397,0.00206659809913273,0.00459740602313692
"H31-K18[un];K23[un]",0.466398754743699,0.59552088004619,0.592271173477982,0.59091056933708,0.59116999920214,0.589995402888155,0.58771254494958,0.582935463795501,0.584658401021656,0.575532337120465,0.579788501457921,0.561530327184357,0.562729415375408,0.545444787486339,0.515816334732393,0.529241514088369,0.545978158651226,0.256348489193833,0.551534267258982,0.459072218745054,0.551762570877981,0.544678787174204,0.543895940017832,0.567152199917326,0.563993711676971,0.548499864410584,0.556136595739386,0.540846718253068,0.516703450004133,0.540050076208781,0.54834110288345,0.573013663652634,0.55439875678008,0.563228716281435,0.578309744777212,0.55370192952946,0.542124598703328,0.552374776913278
"H31-K27[hib];K36[un];K37[un]",0.122446491809536,0.0384198096437059,0.0628998926287842,0.068397985390092,0.0807581894075357,0.0814916558239821,0.0847513420531408,0.0749883813253634,0.0841705851469433,0.0782177639723712,0.081977298324911,0.203387297652914,0.21092069817365,0.0807652510575724,0.053196648460521,0.0750623572960953,0.178469104509563,0.0283256956458134,0.0559511575486544,0.0308708632997019,0.0431528213342655,0.0326851162630292,0.037480224500454,0.0542707908187446,0.0686568051976107,0.227843683028469,0.136895119132076,0.0915462853564408,0.0835651614527194,0.0517617771878977,0.0509626789525391,0.0724929142685564,0.125278776871682,0.109052450516267,0.0602970623983822,0.0835512786854514,0.0684591837848414,0.063768793461942
"H31-K27[me2];K36[me];K37[un]",0.122362494525142,0.129650055690024,0.132215065349313,0.123847744533085,0.133562364726671,0.145141587609096,0.150472096267789,0.131983599907088,0.142113333125551,0.124810044932274,0.116525365276163,0.124284729661428,0.0935255673978442,0.0948336724299835,0.0339795112147201,0.0893631035188514,0.0472250588858432,0.0297046004624856,0.0371981350130791,0.0416271431558754,0.0499868681646599,0.0607256680787158,0.0139644500507262,0.169706769348851,0.134634402563562,0.0942399089189516,0.166153508233423,0.105385968491001,0.0617513094338488,0.288658934530667,0.283292170803752,0.247781533637072,0.203458911643299,0.278864741075438,0.194399894494444,0.0734943333619174,0.397596664781359,0.0779694118014402
"H31-K27[me2];K36[un];K37[un]",0.309939022979402,0.0376068785761339,0.333183064830078,0.320656497633241,0.319902857685568,0.312915319025536,0.30280548114162,0.323121849086687,0.316088111937844,0.325170832887415,0.333621800274066,0.283698391720333,0.261156779075335,0.082279381970895,0.120289677696172,0.101022971631012,0.0713728426808182,0.0409086749056927,0.0949959901508361,0.0278122190794373,0.0189668701493143,0.0354361187026127,0.0369386843830949,0.11280582113471,0.0676177621369207,0.285426645741626,0.345119250405968,0.314118965678626,0.264967348327883,0.373171828847295,0.245586153221701,0.341180901281515,0.354693711929095,0.31020009890257,0.295907355499419,0.372772248458424,0.256667271600065,0.398765333248794
"H31-K27[me3];K36[un];K37[un]",0.0733536538747257,0.212657259030677,0.116764297131383,0.115529933186417,0.0763349062858619,0.112163975556607,0.137699864777646,0.0863290220187608,0.0869162277396857,0.0738735898055942,0.062956710033858,0.0652122157236441,0.0718730654481297,0.310010356957629,0.26918737743712,0.234915922998054,0.225285891870633,0.314750158850364,0.264937589374682,0.439525340663133,0.416362490848728,0.434742848291753,0.500527116440068,0.0795700486718546,0.116392235197542,0.0593677645219481,0.19218133829125,0.323220603273713,0.392852500910226,0.136603582946453,0.257009046814366,0.190733401871957,0.1678993056145,0.173003705335525,0.222353521840473,0.195352966156793,0.101412002916832,0.0684603065666348
"H31-K27[un];K36[un];K37[un]",0.262460132498487,0.436394551511662,0.242529454114079,0.259949684866238,0.275113997426698,0.241211777384845,0.22145297568016,0.269599673977855,0.259993657846162,0.281239509419354,0.285169178969608,0.22049757030746,0.257890222186475,0.312771667897587,0.38803114042278,0.376699671398621,0.357390313613274,0.424905032190605,0.406498740455221,0.2971142096909,0.314125774324215,0.280302568370066,0.231529222342944,0.442784178882338,0.464626905807645,0.226173165719246,0.0473502832291473,0.0414973659183951,0.0625595498275504,0.0134404961184543,0.0476430117758289,0.0265351498609374,0.0318274980752628,0.0105265173254921,0.122135882869763,0.156236713018112,0.0407118567527026,0.256363545910619
"H31-K4[me]",0.0438181090513017,0.0416491313163474,0.04333506676057,0.0408640460197098,0.0373060365284696,0.0349504175319861,0.0334864466463351,0.032382681223396,0.0312742737220641,0.029563298720699,0.0298790601876742,0.0318191762971378,0.0327483035554397,0.0942775462516623,0.101105923025053,0.131013378660576,0.0710243705533168,0.0695894412143176,0.0830108910055938,0.0684898211122739,0.0664372244246971,0.066803788816693,0.0598718172008148,0.0677631486657273,0.0529807283102554,0.0403345276003828,0.0386333687188804,0.0936203619671859,0.114066443099002,0.0830706775820534,0.0618313811937281,0.0572680628980622,0.0626856362797073,0.0571769076409111,0.0694337357797721,0.0553632026296477,0.0422097619694309,0.0532474129598917
"H31-K4[un]",0.670496428540086,0.671653526081109,0.670754453251814,0.672071402822773,0.673958937373549,0.675202960993229,0.675973844987697,0.676553917689938,0.677135448184804,0.678031191790818,0.677866057399523,0.676849685645321,0.676361876761131,0.642451239630298,0.638483038539468,0.620585609911446,0.655649139976918,0.656447954916189,0.648905991968022,0.657058899511366,0.658196523198071,0.657993625959646,0.661811070106331,0.657462062871512,0.665565620079735,0.672352965495633,0.673255985360692,0.642830898208416,0.630832002707258,0.648872040471609,0.660736092182067,0.663234403765214,0.660266442477526,0.663284129738307,0.656534527772596,0.664272066859157,0.671354811779558,0.66542106109762
"H31-K79[me]",0.167185091843692,0.453229678975262,0.520536930766449,0.369556511010531,0.392462504759418,0.347237108595929,0.393719377669418,0.517219169902196,0.436130328829606,0.360831505051344,0.465754709951784,0.23032364094781,0.209080325668002,0.281415265908222,0.578364266168766,0.466778408599846,0.525674883857183,0.21238501728486,0.223667065853694,0.426846231283585,0.29389906865265,0.468401869682979,0.464860729136497,0.544990602340204,0.339408260949114,0.128487522594797,0.446779280111068,0.519073268511945,0.3145756457937,0.515161669013634,0.361724423598138,0.49719322530048,0.606766319645527,0.470910463119598,0.181748830807222,0.335574989813538,0.409871673120413,0.132826749599857
"H31-K79[un]",0.597751836883759,0.355304141804954,0.275408794512565,0.440128849755754,0.418300811574786,0.460488358330779,0.417074476485859,0.279632223581341,0.373829702255519,0.448191380596573,0.341306140638862,0.554455404400326,0.569541224858291,0.515810945227989,0.196290752215212,0.340145510691888,0.268804942676544,0.567230201701261,0.559241681111092,0.383616825935102,0.505824047242754,0.338299682887168,0.34231763101278,0.243265990077225,0.467427517582528,0.622130530620394,0.362370243270745,0.277275928019539,0.48877756646175,0.28223544208651,0.447372456489028,0.304465315270921,0.153159064937567,0.335434847093556,0.588168300077158,0.470788060351047,0.401039039304283,0.619472588220284
"H31-K9[ac];K14[ac]",0.00340322456243343,0.00791605962923605,0.00870233291721679,0.00655343479954334,0.010454030731454,0.00451567985368629,0.00663789708848135,0.00423696626019201,0.00340466868830715,0.00400326720922385,0.00578354051874982,0.00370677845834269,0.00402050826008137,0.00658132052472961,0.00362374568073625,0.00395706014603893,0.00454932401691936,0.00446817161091729,0.00557498588326934,0.00417129044542366,0.00458130152985379,0.00504186025083747,0.00523584613358359,0.00319771453023474,0.00384190819428462,0.00304339971476556,0.0174418567381743,0.0107803538147057,0.0110306487723511,0.00553312989488973,0.0111421556995212,0.00461194419283175,0.00583124408597167,0.00473252820800162,0.00564718431771394,0.00376142681669362,0.00524108957560627,0.00392537765214328
"H31-K9[me2];K14[ac]",0.103360192568928,0.0824389815882696,0.0944720415377616,0.0895368341664976,0.0884532752289483,0.0887376718948748,0.08747434665029,0.0941824521475994,0.091141226106378,0.0935772688660499,0.0950811812814184,0.0938637349941617,0.0963815699530913,0.0779290521156657,0.0852970714741945,0.0840442023316068,0.0798884059676769,0.0717712245531793,0.0818604592266934,0.0706131501581489,0.0795957519989424,0.0736305733423239,0.0780785842204987,0.0796062866064222,0.0783168542996955,0.088520933294452,0.206158973804303,0.164097716603881,0.104189482788114,0.163701765657097,0.120043954572229,0.15390217186901,0.123804965109994,0.115529571290214,0.100375008208651,0.100257793019913,0.0972735874043139,0.0887404967241817
"H31-K9[me2];K14[un]",0.242216504453007,0.25782522456426,0.253999437136668,0.250656236688079,0.253716751915297,0.252613831349012,0.249387886251038,0.257052996150593,0.25539775426886,0.250465256181803,0.245343616594581,0.247361220493511,0.230521705083563,0.198825107604979,0.20846172127788,0.215876530340681,0.213340560349652,0.218442036622067,0.213491153796534,0.226472789772671,0.225322413710571,0.225578966757097,0.230995596201234,0.231647507295582,0.23160793087546,0.250009441315536,0.163396719887549,0.173304791087569,0.184982008646555,0.18809434277986,0.220476020021734,0.201093908299001,0.218548700620883,0.220621132515616,0.214768027061625,0.223829185008319,0.226635869433665,0.232962810917993
"H31-K9[me3];K14[ac]",0.0509574930869523,0.00418852709257504,0.00539826072939344,0.00185125116805425,0.003004861890134,0.00407188220659877,0.00275221870164914,0.00156811062006487,0.00111269349278942,0.003006467052385,0.00063806442241392,0.000173094891051224,0.05070367560247,0.0434962235863338,0.0443823243044932,0.0417320667940013,0.0434429380624405,0.0518441083703619,0.041303417830473,0.0393684527910531,0.0451858542551275,0.0412134940644054,0.0446477096371969,0.0512226042309101,0.0400610524037682,0.043228848059625,0.0520207785721838,0.07847677875193,0.0544227074218749,0.0406309812906162,0.0505294557536309,0.0461771152348973,0.0434078433401637,0.0456654637094815,0.0430100150571257,0.0500056668409392,0.0465808512134036,0.0440170104793134
"H31-K9[me3];K14[un]",0.207932723241311,0.211717544756262,0.199822156877186,0.211433345558359,0.209084047001652,0.212246437365216,0.213394246431281,0.217707087875067,0.218308192918316,0.218659205800339,0.217609269099516,0.219133602185259,0.205204275636508,0.190536108110718,0.177948651245423,0.201667109590619,0.211399081695215,0.195756631196729,0.199591853921571,0.201225558772647,0.213594658684391,0.209500344056799,0.225590583530558,0.227227477898169,0.217041964367871,0.236548170563646,0.153191304279953,0.158679059291251,0.169422667792222,0.195132093435178,0.191234206264869,0.188007102353426,0.214584220193328,0.204518651442432,0.207407485145474,0.220367963930449,0.221701859589149,0.216255474827771
"H31-K9[me];K14[ac]",0.0396271275812089,0.0436202305918015,0.0429658795482651,0.0458223393868977,0.0426667734894928,0.0409117236617886,0.0444316168026187,0.0434990738929948,0.0416391087610533,0.0418185026288347,0.0427788188534041,0.04271220379898,0.0391971382550127,0.0312563739550779,0.0397109222276237,0.0337070783197188,0.0317200310186499,0.0262609815736645,0.0375906533603932,0.0343165121585108,0.0370807469686213,0.032975618170556,0.0344372758033897,0.0372306196933964,0.0379389948910808,0.0334955482000949,0.0726995267379705,0.0913662247837582,0.13803624477701,0.0367999748080037,0.0629568208735753,0.0240819081552622,0.0389082236459493,0.032641165217046,0.070756766742863,0.0500594358526385,0.0350686885396452,0.0479244818125172
"H31-K9[me];K14[un]",0.0830129313149897,0.100451944270108,0.0922277607318422,0.0933818888792468,0.0886458366313415,0.0971728955236698,0.0952171745782161,0.0889886216822791,0.092401691509844,0.0934897131264896,0.0936050800811498,0.0961058865635994,0.091000455903097,0.0962030168061163,0.114183093602343,0.0975819184713442,0.127544463252367,0.0910614154662031,0.0903452497159953,0.117132365130934,0.10217445780014,0.0946417070436561,0.0954772218194776,0.0828956190673962,0.0889535225226667,0.0760879696077042,0.0473988111925325,0.0668110576610804,0.0580612930573517,0.0733371188087886,0.0721393849351545,0.089547627989184,0.0807326443201869,0.0829488606819701,0.0796336869007342,0.0842123379782963,0.0885696526311782,0.0865047662128455
"H31-K9[un];K14[ac]",0.0563071961957892,0.0543588361186071,0.0592363940551337,0.0568495748463114,0.060732317706061,0.0551386870508817,0.0591596237282396,0.0520297984882623,0.0523248929355223,0.0544841127100501,0.0545110986855826,0.0533178598644563,0.0529043254258171,0.0475231603401346,0.0424637850565155,0.0475520590974605,0.0415411107970745,0.0420115052435796,0.0426528808704418,0.0479582397716904,0.0456583326991074,0.0418683751188678,0.045665813100792,0.0491843107157313,0.0498037684307509,0.0491424050984902,0.0327230358027612,0.0297074651831902,0.0424702786149415,0.0402046305579194,0.0379094656709931,0.0464025506517559,0.0448826177504425,0.0449268551700431,0.0444969424458164,0.0452626361929692,0.0466258987279146,0.0487699216980339
"H31-K9[un];K14[ub]",0.00307371639634693,0.00594834899324054,0.00506336883983417,0.005922509908381,0.00758383855653223,0.00550055263417853,0.00565284706589232,0.00325339618746228,0.00462509443910857,0.00321260021898104,0.00312211971699879,0.002727310891177,0.00240680793081463,0.112553178439565,0.094375288777967,0.0827835869739899,0.0510217698159482,0.10076626753616,0.0769290331465265,0.0437539959941216,0.0293235211919823,0.067402259756916,0.0273704002069476,0.0155209902394842,0.0230658811086193,0.00190734840054403,0.112037849573711,0.0674322546146024,0.074649328461644,0.079448024216152,0.0572797637374711,0.0604275658185912,0.0438893608173734,0.0418669752094034,0.0336164352329568,0.0186793640502863,0.0153487203265451,0.0137314142553641
"H31-K9[un];K14[un]",0.132993027053971,0.148356064164233,0.156826541674197,0.155620352396682,0.153692700122386,0.155932655471223,0.153675877139023,0.15263088477864,0.154804574286182,0.153522661015554,0.158427900014232,0.157050699730124,0.15166045835581,0.128827177301044,0.12361822546377,0.121830285795044,0.123664945648635,0.12809704431055,0.141187598853704,0.141845661693623,0.142940813154779,0.135473465720819,0.135643322847937,0.144249223246216,0.152457527144728,0.134454382297176,0.0781088236245907,0.0983317840388353,0.101347184688565,0.109222178120943,0.108525248302179,0.117177326124802,0.113193719372223,0.134448712104317,0.130014396993424,0.129056964362051,0.140483413988646,0.140859477837078
