"","100_hist_stndrd_C5_Slot1-1_1_1279","1_hist_stndrd_D5_Slot1-1_1_1281","1_hist_stndrd_E5_Slot1-1_1_1282","1_hist_stndrd_F5_Slot1-1_1_1283","1_hist_stndrd_G5_Slot1-1_1_1285","1_hist_stndrd_H5_Slot1-1_1_1286","1_hist_stndrd_I5_Slot1-1_1_1287","2_hist_stndrd_J5_Slot1-1_1_1289","2_hist_stndrd_K5_Slot1-1_1_1290","4_hist_stndrd_L5_Slot1-1_1_1292","4_hist_stndrd_M5_Slot1-1_1_1293","8_hist_stndrd_N5_Slot1-1_1_1295","8_hist_stndrd_O5_Slot1-1_1_1296","auto_2_D5_histStand_1_Slot1-1_1_3404","auto_2_E5_histStand_1_Slot1-1_1_3405","auto_2_F5_histStand_1_Slot1-1_1_3406","auto_2_G5_histStand_2_Slot1-1_1_3407","auto_2_H5_histStand_2_Slot1-1_1_3408","auto_2_I5_histStand_2_Slot1-1_1_3409","auto_2_J5_histStand_4_Slot1-1_1_3410","auto_2_K5_histStand_4_Slot1-1_1_3411","auto_2_L5_histStand_4_Slot1-1_1_3412","auto_2_M5_histStand_8_Slot1-1_1_3413","auto_2_N5_histStand_8_Slot1-1_1_3414","auto_2_O5_histStand_8_Slot1-1_1_3415","auto_4_C5_histStand_100_Slot1-1_1_3489","auto_4_D5_histStand_1_Slot1-1_1_3477","auto_4_E5_histStand_1_Slot1-1_1_3478","auto_4_F5_histStand_1_Slot1-1_1_3479","auto_4_G5_histStand_2_Slot1-1_1_3480","auto_4_H5_histStand_2_Slot1-1_1_3481","auto_4_I5_histStand_2_Slot1-1_1_3482","auto_4_J5_histStand_4_Slot1-1_1_3483","auto_4_K5_histStand_4_Slot1-1_1_3484","auto_4_L5_histStand_4_Slot1-1_1_3485","auto_4_M5_histStand_8_Slot1-1_1_3486","auto_4_N5_histStand_8_Slot1-1_1_3487","auto_4_O5_histStand_8_Slot1-1_1_3488"
"H2A1B-K13[un]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"H2A1B-K15[ac]",0.466795251707102,0.233973712901807,0.242463829823015,0.245947925933125,0.260183033085267,0.243140939431511,0.252072233415417,0.246061499349161,0.248487008298734,0.243959202525584,0.23913318850448,0.240345566975622,0.257046072245262,0.232952199667106,0.236687583016535,0.292399573709257,0.269562963875589,0.285154558888617,0.245055574918013,0.247518323890808,0.232594982703991,0.254225989067021,0.260300718619996,0.256831954215381,0.236599958118435,0.26350574404917,0.237246626426883,0.253311810490349,0.258561955250093,0.238362306611231,0.256277241450517,0.247572317932387,0.245544688684261,0.240244880381885,0.240448665042911,0.238010356207113,0.234160630419298,0.235243404208137
"H2A1B-K15[un]",0.533204748292898,0.766026287098193,0.757536170176985,0.754052074066875,0.739816966914733,0.756859060568489,0.747927766584583,0.753938500650839,0.751512991701266,0.756040797474416,0.76086681149552,0.759654433024378,0.742953927754738,0.767047800332894,0.763312416983465,0.707600426290743,0.730437036124411,0.714845441111382,0.754944425081987,0.752481676109192,0.767405017296009,0.745774010932979,0.739699281380004,0.743168045784619,0.763400041881565,0.73649425595083,0.762753373573117,0.746688189509651,0.741438044749907,0.761637693388769,0.743722758549483,0.752427682067613,0.754455311315739,0.759755119618115,0.759551334957089,0.761989643792887,0.765839369580702,0.764756595791863
"H2AJ-K5[ac]",1.69781443272803,1.89991623821949,1.90071509704308,1.88822296526964,1.9039917838381,1.897873011121,1.8949348175055,1.89446198009988,1.89888469450258,1.89066464531011,1.89404885998468,1.87289471589729,1.87581139137146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H2AJ-K5[un]",0.0184633343805084,0.00872880693549753,0.0067878782475878,0.00978889216360006,0.00765124109702212,0.00767685851795239,0.00857021517553794,0.00797995613817871,0.00819512522386973,0.00713090001410328,0.00663769946902441,0.00958941473893606,0.00801926033059214,0.00822405730492697,0.0111863346302556,0.00891947430832951,0.00929962220284801,0.00242339178325399,0.00834756239925962,0.00331059670658563,0.00715188616903338,0.00700365622349766,0.00583697380607976,0.0162963024016939,0.00762414810934524,0.00657430026070385,0.00801535465594655,0.00719961505377053,0.013253855433849,0.00718691165898822,0.0091505501396949,0.0120636561589874,0.00857553522398105,0.00678480403449333,0.00661863569497113,0.00611718199699,0.0063739724192322,0.00635609416380821
"H2AJ-K9[ac]",0.973275856027111,0.987040721948296,0.984127196384157,0.985315937616993,0.988812602485949,0.987442779081574,0.987984852774632,0.988125730448324,0.9866958587066,0.98898059175183,0.989437669062212,0.986302966753896,0.988488985703204,0.983234871017419,0.982603928429327,0.987318044442699,0.987078174949143,0.991024035331043,0.987383717822855,0.994438716998925,0.99048589737446,0.989165490739796,0.991466137863381,0.981265282121547,0.989793155674531,0.991347260163317,0.985238951886436,0.988248923106332,0.974519963526661,0.987140453678522,0.986486775096058,0.98111641784222,0.987238285144566,0.987928507181709,0.991162692264782,0.990680366896201,0.990937147999932,0.991451978610155
"H2AJ-K9[hib]",0.00826080959238036,0.00423047111620606,0.00908492536825558,0.00489517021940645,0.00353615641702863,0.00488036240047413,0.00344493204983012,0.00389431341349693,0.00510901606953073,0.00388850823406721,0.00392463146876339,0.00410761850716835,0.00349175396620364,0.00854107167765415,0.00620973694041751,0.00376248124897192,0.0036222028480093,0.00655257288570341,0.00426871977788592,0.00225068629448927,0.00236221645650618,0.00383085303670651,0.00269688833053913,0.00243841547675881,0.00258269621612342,0.00207843957597876,0.00674569345761723,0.00455146183989796,0.0122261810394902,0.00567263466249005,0.00436267476424665,0.00681992599879214,0.00418617963145265,0.00528668878379747,0.00221867204024664,0.00320245110680867,0.00268887958083572,0.00219192722603693
"H2AJ-K9[un]",0.734741101489047,0.917373852090489,0.914290853538257,0.907800749596836,0.919294266032142,0.913226728156901,0.912075247856572,0.910421892376234,0.915274944950319,0.904926445338318,0.907324258922729,0.89207354537516,0.891849912032649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H2AJ-T6[ac]",0.716277767108539,0.908645045154991,0.90750297529067,0.898011857433236,0.91164302493512,0.905549869638948,0.903505032681034,0.902441936238055,0.907079819726449,0.897795545324215,0.900686559453704,0.882484130636224,0.883830651702057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H2AX-K5[un]",0.283722232891461,0.0913549548450085,0.0924970247093303,0.101988142566764,0.0883569750648805,0.0944501303610516,0.0964949673189656,0.0975580637619448,0.092920180273551,0.102204454675785,0.0993134405462956,0.117515869363776,0.116169348297943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H2AX-K9[un]",0.283722232891461,0.0913549548450085,0.0924970247093303,0.101988142566764,0.0883569750648805,0.0944501303610516,0.0964949673189656,0.0975580637619448,0.092920180273551,0.102204454675785,0.0993134405462956,0.117515869363776,0.116169348297943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H31-K14[ac]",0.262923317238041,0.19852618926667,0.218159907216121,0.207480515744325,0.212205969493399,0.199847314693806,0.207208315274475,0.202441653445081,0.196183688308383,0.203818643338565,0.205917913804771,0.20069918377194,0.251523122832498,0.212525505246794,0.221941026557198,0.217239353334723,0.20677075946774,0.20161454613287,0.214944885780748,0.201538614219333,0.218156873749994,0.199820784792985,0.213878272935074,0.226966946881634,0.215921580162643,0.224214742496039,0.408612723216472,0.396629688484926,0.36823549756503,0.303388417522428,0.294196766892011,0.290129467873547,0.267587277321235,0.253066719402518,0.274018860676357,0.258137625980107,0.238520325246691,0.240800430315211
"H31-K14[ub]",0.00307844510625266,0.00596607555160218,0.00507620935477845,0.0059400826446281,0.00761266869511375,0.00551570844953024,0.00566885455428135,0.00325869422481871,0.00463580669709491,0.00321776614960649,0.00312699860893601,0.00273103338689066,0.00240970661808388,0.11913176901153,0.0989721004329141,0.0863066921896026,0.0523458024082716,0.106018099214326,0.0799654319244603,0.0447253166605822,0.029757689025659,0.0697256992382311,0.027748410494484,0.0156420664047755,0.0233339557019571,0.00190916854653812,0.118555196681207,0.0697577859895595,0.0775062338575166,0.0826892844427579,0.0589520253348791,0.0622906486299401,0.0448667452904334,0.042755757158023,0.0341878526197646,0.0188549147256878,0.0154671169041188,0.0138261231231603
"H31-K14[un]",0.733998237655707,0.795507735181727,0.7767638834291,0.786579401611047,0.780181361811488,0.794636976856664,0.787122830171244,0.7942996523301,0.799180504994522,0.792963590511828,0.790955087586294,0.796569782841169,0.746067170549418,0.668342725741676,0.679086873009888,0.696453954475674,0.740883438123988,0.692367354652804,0.705089682294792,0.753736069120085,0.752085437224347,0.730453515968784,0.758373316570442,0.757390986713591,0.7607444641354,0.773876088957423,0.472832080102322,0.533612525525514,0.554258268577453,0.613922298034815,0.64685120777311,0.647579883496513,0.687545977388332,0.704177523439459,0.691793286703878,0.723007459294205,0.74601255784919,0.745373446561628
"H31-K18[ac]",0.0839603554996126,0.0313387457819652,0.033995787525677,0.0352084334430415,0.0397924708735926,0.039353687965586,0.0355966605075407,0.0390083291308134,0.0390174344978337,0.040434602762625,0.0340359780341042,0.0468144843820162,0.0482540628867436,0.0779750280606163,0.107299824325455,0.0722034290499592,0.064484537553694,0.0898180197333304,0.0671811729412441,0.0758079502889166,0.0575739219979059,0.065943960722642,0.0640180398458761,0.0523265877385709,0.0480338673446718,0.0481864778652347,0.0724583942971292,0.0857737248377865,0.106302828469878,0.0647097527604207,0.0658441187892814,0.0364504878863206,0.0443035370974244,0.0356462249276793,0.0385106644505844,0.0533986708488353,0.0448447624450981,0.0305234287582343
"H31-K18[un]",0.916039644500387,0.968661254218035,0.966004212474323,0.964791566556959,0.960207529126407,0.960646312034414,0.964403339492459,0.960991670869187,0.960982565502166,0.959565397237375,0.965964021965896,0.953185515617984,0.951745937113256,0.922024971939384,0.892700175674545,0.927796570950041,0.935515462446306,0.91018198026667,0.932818827058756,0.924192049711083,0.942426078002094,0.934056039277358,0.935981960154124,0.947673412261429,0.951966132655328,0.951813522134765,0.927541605702871,0.914226275162213,0.893697171530122,0.935290247239579,0.934155881210719,0.963549512113679,0.955696462902575,0.964353775072321,0.961489335549416,0.946601329151165,0.955155237554902,0.969476571241766
"H31-K23[ac]",0.337604338913833,0.159717349904781,0.162666783559285,0.165313223657363,0.159403709852776,0.163474976392823,0.17055099640543,0.17497114422521,0.17328895919568,0.18780816387574,0.184954065137309,0.206728650410477,0.204389878432205,0.220455988363216,0.252495157688818,0.237782907640435,0.224080601658271,0.612057912317098,0.204114034106202,0.360579575481286,0.222067998719291,0.227919911012236,0.230919132275846,0.201387701616543,0.209116453967235,0.233272936884451,0.209180980631886,0.219076889017669,0.241420507153311,0.241707844213792,0.220879268940265,0.200196638593107,0.230536639414625,0.222508991531737,0.190057557570932,0.22031570000897,0.249693299663568,0.249710648495913
"H31-K23[su]",0.00612639914132857,0.00347765673013744,0.00447982278616159,0.00260144383352369,0.00296317276021724,0.00302477084346773,0.00241347310193326,0.00276185253959485,0.00224809669277362,0.00243691425791252,0.00312716995916967,0.00272993375856544,0.00247313483571068,0.0172435500764802,0.0138480447358769,0.0225637437468321,0.00921717351904443,0.0403471217182195,0.0126907851563327,0.0087243628831654,0.00502159032891719,0.0044503471289939,0.00310754555338965,0.00361951404957625,0.00236355557749747,0.00129304628442598,0.0118052632633836,0.0229068521961082,0.0228562468265583,0.00637925174514366,0.0078166485698208,0.0103606277594331,0.00272200449233588,0.00398278013134263,0.00553530678666289,0.00624512515337237,0.00206873498475878,0.00460799030807672
"H31-K23[un]",0.656269261944839,0.836804993365082,0.832853393654554,0.832085332509114,0.837633117387007,0.833500252763709,0.827035530492636,0.822267003235195,0.824462944111546,0.809754921866348,0.811918764903521,0.790541415830958,0.793136986732084,0.762300461560304,0.733656797575305,0.739653348612733,0.766702224822685,0.347594965964683,0.783195180737466,0.630696061635549,0.772910410951792,0.76762974185877,0.765973322170765,0.794992784333881,0.788519990455267,0.765434016831123,0.779013756104731,0.758016258786223,0.735723246020131,0.751912904041064,0.771304082489915,0.78944273364746,0.766741356093039,0.773508228336921,0.804407135642406,0.773439174837657,0.748237965351674,0.74568136119601
"H31-K27[hib]",0.130258640361344,0.0391673938131562,0.0649202275305533,0.0707913830137063,0.0841087158981194,0.0849041649149166,0.088446382203203,0.0778716273721399,0.0878144429690118,0.081358113870755,0.0854311684441322,0.225547027831076,0.234814428139199,0.0841163715215034,0.0546370174748553,0.0779513669214681,0.195385950667749,0.0287306829688372,0.0575460293346742,0.0313523098524496,0.0440974430234658,0.0332251422189649,0.0381914661239538,0.0557704563962752,0.0710685609013671,0.255888993323708,0.146707874496154,0.0958674981364653,0.0871560536526757,0.0531248342690032,0.0522836202234199,0.0751851875896723,0.133464392684006,0.115220842716409,0.0621520251126562,0.0871409610229629,0.0708569157326863,0.0658459397213063
"H31-K27[me2]",0.493505684757673,0.176752892166521,0.536756482770273,0.50987567079698,0.519886533548646,0.523608995609712,0.516033997989366,0.522523272219722,0.524458399003876,0.517200330347157,0.51960108138025,0.460370560183999,0.396469893296609,0.185235075730197,0.162386919143676,0.199779684860033,0.122339502197833,0.0719071457637384,0.137553090197169,0.0707082903538519,0.0704051751886133,0.0986788275030344,0.0516918044315633,0.304371879757816,0.214074673631836,0.429152818286645,0.592912653404147,0.480191989527844,0.367086197501198,0.786970323734194,0.605863374424199,0.687787681860381,0.651378696336857,0.685326531018952,0.558927495300371,0.528016100908279,0.780858613251411,0.571073517472205
"H31-K27[me3]",0.076111040466556,0.236960621499141,0.123854502739539,0.122468113092698,0.0793239860217534,0.118696284452041,0.147631054077447,0.0901649575785544,0.0908052966653843,0.0766706947416744,0.0649807352534219,0.0673855163405229,0.0745189418265615,0.36343923514144,0.308900376467944,0.26480242346654,0.252680796259484,0.369917006558091,0.303349630374547,0.551970386418599,0.516435463231196,0.544565820139059,0.649590567877293,0.0828214070743193,0.123436437037883,0.061165427983579,0.211890259149238,0.381570096176572,0.481199897579327,0.146373616382935,0.293056824751497,0.210136788869917,0.182817501569624,0.188870510240007,0.249012853146727,0.215740025851674,0.10673252487279,0.0708581180720097
"H31-K27[un]",0.300124634414427,0.547119092521181,0.274468786959635,0.296864833096616,0.316680764531481,0.27279055502333,0.247888565729984,0.309440142829584,0.296921861361728,0.324770861040414,0.329987014922196,0.246696895644402,0.294196736737631,0.36720931760686,0.474075686913525,0.457466524751959,0.429593750874934,0.529445164709334,0.50155125009361,0.3459690133751,0.369061918556725,0.323530210138942,0.26052616156719,0.557036256771589,0.591420328428914,0.253792760406068,0.0484892129504606,0.0423704161591186,0.0645578512667993,0.0135312256138676,0.048796180600884,0.0268903416800296,0.0323394094095124,0.0105821160246318,0.129907626440245,0.169102912217085,0.0415519461431132,0.292222424734479
"H31-K36[me]",0.130163705692074,0.138429926534748,0.141353758518316,0.131843528514556,0.142892540093473,0.156203262734936,0.162382869830279,0.141089605138234,0.152707281053376,0.132933226218043,0.123586010175192,0.132338235386029,0.0980386769741158,0.0994759667509938,0.0345634095634096,0.0934776298259064,0.0483579247977154,0.0301501831155189,0.0378986445283665,0.0425057008904084,0.0512572913477315,0.0626073670781031,0.0140624084305191,0.184957334560776,0.144118421117969,0.0988233318152602,0.180754343325232,0.111139392396778,0.0636977802288708,0.334636452485397,0.327492959847821,0.281180006881642,0.225634797286866,0.321628569720401,0.214581890464926,0.0762624378648946,0.488243647760724,0.0810895895812967
"H31-K36[un]",0.869836294307926,0.861570073465252,0.858646241481684,0.868156471485444,0.857107459906527,0.843796737265064,0.837617130169721,0.858910394861766,0.847292718946624,0.867066773781957,0.876413989824808,0.867661764613971,0.901961323025884,0.900524033249006,0.96543659043659,0.906522370174094,0.951642075202285,0.969849816884481,0.962101355471633,0.957494299109592,0.948742708652269,0.937392632921897,0.985937591569481,0.815042665439224,0.855881578882031,0.90117666818474,0.819245656674768,0.888860607603222,0.936302219771129,0.665363547514603,0.672507040152179,0.718819993118358,0.774365202713134,0.678371430279599,0.785418109535074,0.923737562135105,0.511756352239276,0.918910410418703
"H31-K37[un]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"H31-K4[me]",0.044792299341756,0.0425286239250693,0.044287742347137,0.0417104712329494,0.0380106414071406,0.0355683614915108,0.0340534287394756,0.0329127059803424,0.0317684520557789,0.0300046313839417,0.0303299185112063,0.0323308185457433,0.0332904309808404,0.0988646893728792,0.106393828138123,0.139983032656025,0.0736073899556777,0.0720679439755114,0.0865536421455927,0.0708897244292299,0.0686938740966204,0.0690856910254882,0.0617004460876014,0.0701118210479051,0.054409324674183,0.0411590123675244,0.0393893411393197,0.0981427700112694,0.120826593602482,0.0866186054099424,0.0637829557921465,0.058939634779779,0.0646920860517975,0.058843111264443,0.0719010301654633,0.0569244227008969,0.0431132612958611,0.0546905569540061
"H31-K4[un]",0.955207700658244,0.957471376074931,0.955712257652863,0.958289528767051,0.961989358592859,0.964431638508489,0.965946571260524,0.967087294019658,0.968231547944221,0.969995368616058,0.969670081488794,0.967669181454257,0.96670956901916,0.901135310627121,0.893606171861877,0.860016967343975,0.926392610044322,0.927932056024489,0.913446357854407,0.92911027557077,0.93130612590338,0.930914308974512,0.938299553912399,0.929888178952095,0.945590675325817,0.958840987632476,0.96061065886068,0.901857229988731,0.879173406397518,0.913381394590058,0.936217044207853,0.941060365220221,0.935307913948203,0.941156888735557,0.928098969834537,0.943075577299103,0.956886738704139,0.945309443045994
"H31-K79[me]",0.181973018628222,0.573385518590998,0.682931024597213,0.447092702653024,0.480622347949081,0.415152230351664,0.482484472049689,0.6773567141344,0.546710362565336,0.434521730848598,0.593216151348299,0.259007410351779,0.232543999474143,0.325003718578016,0.783119335347432,0.594847959665984,0.691600096828855,0.236623915014898,0.250654564496422,0.532417005810233,0.34164848244396,0.597439236111111,0.591792483135239,0.724592175169732,0.404116474136084,0.137107233054993,0.563269216596654,0.680469583778015,0.369677959012965,0.67390909915631,0.435803213952723,0.644100169779287,0.834489643969135,0.601451592275227,0.199312925587387,0.398744417837033,0.506624432294831,0.142052120203347
"H31-K79[un]",0.818026981371778,0.426614481409002,0.317068975402787,0.552907297346976,0.519377652050919,0.584847769648336,0.517515527950311,0.3226432858656,0.453289637434664,0.565478269151402,0.406783848651701,0.740992589648221,0.767456000525857,0.674996281421984,0.216880664652568,0.405152040334016,0.308399903171145,0.763376084985102,0.749345435503578,0.467582994189767,0.65835151755604,0.402560763888889,0.408207516864761,0.275407824830268,0.595883525863916,0.862892766945007,0.436730783403346,0.319530416221985,0.630322040987035,0.32609090084369,0.564196786047277,0.355899830220713,0.165510356030865,0.398548407724773,0.800687074412613,0.601255582162967,0.493375567705169,0.857947879796653
"H31-K9[ac]",0.00340902210605996,0.00794747446846479,0.00874030829451075,0.00657495553928235,0.0105088650239352,0.00452589090011011,0.00665997675450756,0.00424595489209681,0.00341047115603701,0.0040112909869339,0.005800297478492,0.0037136570581348,0.0040286013458873,0.00660302500323876,0.00363031938519485,0.00396489964558497,0.00455968790168813,0.00447816877382364,0.00559055503622475,0.00418000238654743,0.00459181173571884,0.00505459181616329,0.00524957712995246,0.00320283267334264,0.0038492977839157,0.00304803555739188,0.017594854146631,0.0108386712011807,0.0110917106895083,0.00554846593048521,0.0112044607053415,0.00462259557568327,0.00584827888502756,0.00474374430614155,0.00566315972093138,0.00376850986054158,0.00525484811164749,0.00393309203765533
"H31-K9[me2]",0.382960756147358,0.380045029307338,0.388249512800997,0.378535934721205,0.381289905923554,0.380179980859668,0.374653953230486,0.39187385377752,0.386398706344396,0.38271840509764,0.377808530988997,0.379051684103901,0.360435959984539,0.301014542039124,0.320822319653669,0.328626120576919,0.320972313205874,0.318546417587704,0.323296901739448,0.327334474622849,0.335575786847285,0.329457057172293,0.341061312484676,0.343535918659676,0.342090650945427,0.37659466282515,0.406452295283294,0.367557967923724,0.313007517818326,0.384810360262025,0.374216440569934,0.389116368564004,0.376064721791328,0.369318656658991,0.345159759877779,0.356313196143872,0.356534899190802,0.355131568509034
"H31-K9[me3]",0.283408503539994,0.239996089164319,0.226598416986587,0.237300580604666,0.235557967203073,0.240532739228418,0.24062859143509,0.244792199980108,0.245083704178277,0.247418108695473,0.243739522670372,0.245170709849542,0.279786954572852,0.25435410998834,0.240145923441519,0.26605575877035,0.279805681431906,0.269442419512004,0.263072619146569,0.263054237244081,0.284342978301526,0.2751363578854,0.298721955081427,0.307672517356152,0.28327055754841,0.311045405274461,0.218945562308661,0.253599993960692,0.240551591795295,0.256939245250399,0.262570827749923,0.254101966949615,0.283710239383321,0.273658524880041,0.274432223538138,0.297812380025956,0.295881965835028,0.286419620612759
