"","H4K8ac","H4K12ac","H3K18acK23ac","H3K27meK36me2","H4K5ac","H2A1BK15ac","H3K9me2","H3K9me3K14ac","H3K9me3","H4K5acK8ac","H1.2K33ac","H3K36me2","H3K23su","H3K9meK14ac","H3K9ac","H3K4me","H3K9me2K14ac","H2A1AK5ac","H3K9acK14ac","H4K8acK12acK16ac","H4K12acK16ac","H4K5acK16ac","H4K8acK16ac","H4K5acK8acK16ac","H4K5acK8acK12acK16ac","H4K5acK12acK16ac","H3K9me","H3K27me2K36me","H3K79me","H3K14ac","H4K5acK12ac","H3K18ac","H4K5acK8acK12ac","H2AJK5acK9ac","H2AJK5acT6ac","H3K23ac","H4K8acK12ac","H1.5K33ac","H1K25me","H4K16ac"
"H1.2K33ac",-0.243235230434646,-0.294934173777824,0.0092304863498693,-0.073785621235434,-0.0296317610070399,0.220254752388319,0.123653798854102,0.226605691191699,-0.075973060710874,-0.0179732953922369,1,-0.222401483305971,0.251830250309796,0.127041116444316,-0.130873851304637,0.152695547160573,0.0713684880259381,0.271848245659492,-0.109503370878975,0.1732195019285,-0.0574148607555901,0.24000150987704,-0.0532685688662479,0.227876151210265,0.0704006920331606,0.0964977980225711,-0.053905670795496,0.314288773124817,-0.360795196254707,-0.00762594896197696,0.0161822254661634,0.140497088665209,0.115319059307238,-0.327187363057735,-0.19529736146104,0.0407967185186706,-0.0391025605661153,-0.122520349090331,-0.405281271098727,0.212747579932976
"H3K36me2",0.090546136475512,-0.0415733602402317,-0.550385783686523,-0.723085390574833,-0.319516189286692,-0.0654388223403618,-0.484962974469573,-0.320646476088778,-0.190007030628077,0.213597893082583,-0.222401483305971,1,0.22245246333067,0.148766704267347,0.0828496002010139,-0.191153282438003,0.474191506778716,0.114257017480632,0.140633207292678,0.114648508358147,0.0812852987799767,0.0281602125035412,0.0364814817227311,0.0727304921719682,0.122213882145163,0.0466770339045645,0.0746854306409447,-0.621397006803834,-0.278903652276745,0.451101632502059,-0.251644197531478,-0.101958185577227,-0.022074781769326,0.130581041880237,0.0213304845350944,0.594622087190861,-0.079557837897404,-0.000586322000894601,0.0757761650193318,0.138580283208405
"H3K23su",-0.0701162566902916,-0.157758762703605,-0.280373129836409,-0.315748730532954,-0.0722375506069744,0.132174109517638,-0.371230879249536,-0.218620692222598,-0.16154174550821,0.168361081463117,0.251830250309796,0.22245246333067,1,0.469137249928435,0.110044816458009,-0.179105354789515,0.150989715255162,0.180347046632261,0.196272666031997,0.382856858297957,0.276971490909583,0.395086756414904,0.13288472739764,0.424939461809991,0.460165225905575,0.246387478007858,0.149353622115367,-0.0307458168175987,-0.0881958944921839,0.218424037965266,-0.179261799944888,-0.107998397132176,0.381050788588847,-0.418417060342618,-0.195874560680804,0.39754357088175,0.144307397260566,0.0408794614913077,-0.140870262729117,0.273000061223914
"H3K9meK14ac",0.160800274661869,0.0936815235660085,0.141069898408875,-0.169116594240166,0.135354972157879,-0.16719013134696,-0.557445468630427,-0.47818171154724,-0.639960833520449,0.421178347956569,0.127041116444316,0.148766704267347,0.469137249928435,1,0.548181871590265,-0.333724073037795,0.54784307633401,0.305055298472776,0.357937019452543,0.447002913717045,0.627376180410976,0.705869606775801,0.428797061355948,0.66180309821733,0.578365909786322,0.691866124032575,-0.0720127312137421,-0.0111969736683361,0.0107540632145087,0.62188365602007,-0.437907661811132,-0.387792839200816,0.440898444739222,0.0267040615406238,0.146336386028652,0.421695486922464,0.302729556307574,0.0308874241470489,-0.128390614196762,-0.231075194595854
"H3K9ac",0.634284125134235,0.716308583888663,0.109807272279612,-0.0526732806072473,0.528595143277348,-0.240047606609646,-0.59536200526192,-0.591675024135188,-0.549591221202019,0.439153419325342,-0.130873851304637,0.0828496002010139,0.110044816458009,0.548181871590265,1,-0.448692673320149,0.194645450582039,-0.207217962725463,0.851484757427037,0.0603600166889769,0.456958544624274,0.538453274847332,0.325560366419231,0.190590284891366,0.211447462695995,0.305177636648294,0.118547475408462,-0.0372381144503606,-0.0911388224117097,0.363548681556842,-0.0383340473848707,-0.479231203160661,0.295416381803631,0.0464904617012679,0.174759371567279,0.532186772802275,0.687018748550122,0.00530840099986464,0.160870842046364,-0.322704909463816
"H3K4me",-0.531126837769004,-0.473880949476717,-0.0727521303798351,0.2129840395767,-0.306255055751396,0.0867089060262208,0.281909029353034,0.240530368656676,0.361578874821828,0.00426725655860254,0.152695547160573,-0.191153282438003,-0.179105354789515,-0.333724073037795,-0.448692673320149,1,-0.231440692832647,0.0286332070047985,-0.511787843212516,-0.054147248351606,-0.188505181801921,-0.386395846364968,-0.394271961829469,-0.0911707184148536,-0.162370747280858,-0.0702942006819681,-0.466900709181163,0.025985880756573,0.104928907031264,-0.255079594486281,0.172916626453024,0.0601570421159093,-0.247137886234699,0.0679488203774437,-0.209288241168089,-0.318936753005525,-0.166680108127717,0.0917269335356448,-0.0917857126855167,0.0431847029288382
"H3K9me2K14ac",0.0369191234628662,-0.0232100273093326,-0.109296278624475,-0.269054843824415,-0.145468762811902,-0.305580479113209,-0.454849477276969,-0.160027654228394,-0.460534310407664,0.417141742322232,0.0713684880259381,0.474191506778716,0.150989715255162,0.54784307633401,0.194645450582039,-0.231440692832647,1,0.416421052985032,0.0746108807952889,0.346934334021109,0.273976938018743,0.386961960101503,0.287438588063208,0.582421874649404,0.356198681359316,0.563954788053543,-0.214050151468223,-0.392361551961401,-0.324384669664176,0.636273329935801,-0.377026386319438,-0.384495311980049,0.174040283393717,0.371825273267381,0.326137055916946,0.506034121737511,0.223738259035243,-0.108040307176479,-0.0795207143660227,-0.325727685167545
"H2A1AK5ac",-0.247139582794416,-0.373135725499357,0.116498039678351,0.105682248692394,-0.0231135192095289,0.106422242534099,-0.14852652848996,-0.215892841773388,-0.32190533771782,0.00280155117259846,0.271848245659492,0.114257017480632,0.180347046632261,0.305055298472776,-0.207217962725463,0.0286332070047985,0.416421052985032,1,-0.165602529662003,0.690482244669944,0.289845072700991,0.435128990940701,0.411999774454542,0.72314339765684,0.69546874541918,0.616416222248668,0.320327289283102,-0.270355899124595,-0.04596469416084,0.209924804000022,-0.271573139367815,0.0848267597358756,0.382161857317141,-0.233746223595101,-0.313322268400761,0.0109347742614419,-0.31344844875239,0.145254976257165,-0.651487420088827,-0.0962836643358813
"H3K9acK14ac",0.759092309356216,0.812172962090738,0.172890110234856,-0.11956016140193,0.569213552426895,-0.0349073919862334,-0.621585116440369,-0.726401289438074,-0.545086637170733,0.185225014115738,-0.109503370878975,0.140633207292678,0.196272666031997,0.357937019452543,0.851484757427037,-0.511787843212516,0.0746108807952889,-0.165602529662003,1,0.153140020513159,0.471972098895151,0.608427249472671,0.376635050847862,0.144996425347258,0.243799833970158,0.283053588470557,0.437454584123365,-0.0212143688849431,-0.0349255823279578,0.260081664217074,0.231334968426892,-0.0744691751307575,0.438545576441574,-0.307655716221207,-0.000989195139072122,0.487652444484159,0.56752204650824,0.0180861546430035,0.0898330148930017,-0.23730963565603
"H4K8acK12acK16ac",-0.143962770703052,-0.213604673391272,0.127014694159274,0.104332529533823,-0.0547068098845497,0.047125565113661,-0.332117261303555,-0.346214246106156,-0.340539279647903,0.098531075109174,0.1732195019285,0.114648508358147,0.382856858297957,0.447002913717045,0.0603600166889769,-0.054147248351606,0.346934334021109,0.690482244669944,0.153140020513159,1,0.477958843858734,0.524802781560887,0.552418644273411,0.791606958762183,0.812153041529479,0.757822540808592,0.23666605437648,-0.254979037888675,-0.00293761470010425,0.219442393400005,-0.114143633382174,0.138253585167498,0.630895475035186,-0.341507893012055,-0.33343908915224,0.0448611535730391,-0.0785828073381654,-0.0705316410837947,-0.483020998080543,-0.145402039182598
"H4K12acK16ac",0.270698200475956,0.243337730919163,0.159727115573278,-0.130198918183712,0.290631391998747,-0.0111375017982809,-0.412524784069634,-0.548657677205715,-0.405396740944568,0.222665786249794,-0.0574148607555901,0.0812852987799767,0.276971490909583,0.627376180410976,0.456958544624274,-0.188505181801921,0.273976938018743,0.289845072700991,0.471972098895151,0.477958843858734,1,0.729540009907006,0.770955991281872,0.612384166800439,0.510288176508862,0.706109083959315,0.0977056197522785,0.0658568814817972,0.195706414280845,0.226554458299751,-0.0674104399890713,-0.0767511427075107,0.568731799946146,-0.106153007589344,-0.12254396697812,0.308362839292775,0.155328170778054,0.284914076773205,-0.0882241412911502,-0.073209385871668
"H4K5acK16ac",0.456811286368718,0.372741392292217,0.332798977229742,-0.0679659146876785,0.521631316314131,0.060184255918821,-0.460280055134215,-0.604040151330278,-0.758130308042558,0.146379297825564,0.24000150987704,0.0281602125035412,0.395086756414904,0.705869606775801,0.538453274847332,-0.386395846364968,0.386961960101503,0.435128990940701,0.608427249472671,0.524802781560887,0.729540009907006,1,0.615514323765895,0.655274678272901,0.619495690239471,0.727699956154079,0.380081914100243,0.0470474263442126,0.0185771181608072,0.352536594475176,0.00376765740115867,-0.0802834805002026,0.644493203142274,-0.341771850742468,-0.173727420684755,0.347401385180403,0.28466312780982,0.115070830548198,-0.320358617897035,-0.311761374917763
"H4K8acK16ac",0.2806015549327,0.265960009867935,0.243224813980095,-0.0318878066555313,0.362087618232317,-0.144377671432457,-0.188447303536576,-0.353644509789914,-0.389707431990192,-0.0966372797218896,-0.0532685688662479,0.0364814817227311,0.13288472739764,0.428797061355948,0.325560366419231,-0.394271961829469,0.287438588063208,0.411999774454542,0.376635050847862,0.552418644273411,0.770955991281872,0.615514323765895,1,0.574147761820921,0.454854374431038,0.674607549136357,0.25780963730331,0.038846310006125,0.109186119437761,0.138884775447366,-0.159795698500524,0.119591020265868,0.467424118550011,-0.105173987183094,0.0122578709171607,0.085046409492251,-0.00428062613994257,0.291627221979804,-0.160352166154461,-0.14905379720242
"H4K5acK8acK16ac",-0.0935955286059402,-0.177959120461435,0.0940606802133934,0.0423686586390224,0.0788356298811547,0.0570560815271465,-0.340808503945966,-0.271969164050923,-0.430280872216046,0.35221402865991,0.227876151210265,0.0727304921719682,0.424939461809991,0.66180309821733,0.190590284891366,-0.0911707184148536,0.582421874649404,0.72314339765684,0.144996425347258,0.791606958762183,0.612384166800439,0.655274678272901,0.574147761820921,1,0.782971325495543,0.847779492198621,0.0508258773701706,-0.137130628999644,-0.0418513902602156,0.358658164832088,-0.343069806606205,-0.138833324724937,0.517510601596972,-0.0815185495932734,-0.228421920812712,0.227886749892257,0.155293103414345,0.141385710880724,-0.382247108061327,-0.215118491940211
"H4K5acK8acK12acK16ac",-0.150192799152999,-0.122702474110905,0.209166207007066,0.107002482330906,0.0436709323968588,0.0543648872530894,-0.382114025349557,-0.501643789521374,-0.524455948495437,0.133803407259464,0.0704006920331606,0.122213882145163,0.460165225905575,0.578365909786322,0.211447462695995,-0.162370747280858,0.356198681359316,0.69546874541918,0.243799833970158,0.812153041529479,0.510288176508862,0.619495690239471,0.454854374431038,0.782971325495543,1,0.71214875242062,0.371609265927402,-0.298345347546655,0.119319174461014,0.274344971732982,-0.218614475046237,-0.0837864691385817,0.536155677112328,-0.35805803240295,-0.331082147758452,0.135459385935884,-0.046289210057644,-0.0956455805075014,-0.527478429420881,-0.0909306255467855
"H4K5acK12acK16ac",0.110017812441222,0.086346718301146,0.324749406725538,0.0561347357851791,0.22147418570556,-0.0242991578363619,-0.429318240391801,-0.479211259486965,-0.633983491998484,0.209050413542124,0.0964977980225711,0.0466770339045645,0.246387478007858,0.691866124032575,0.305177636648294,-0.0702942006819681,0.563954788053543,0.616416222248668,0.283053588470557,0.757822540808592,0.706109083959315,0.727699956154079,0.674607549136357,0.847779492198621,0.71214875242062,1,0.0819297134034749,-0.0765774667018556,0.0384752985274742,0.441811119616739,-0.176944900937648,-0.0639175257654906,0.576630726062222,-0.0611085822196593,-0.076121033003042,0.159896232789917,0.18802202484231,0.154058600606286,-0.278379288860998,-0.458895066454376
"H3K9me",0.340699118562123,0.321399886413595,0.308389321092091,-0.0233571022956773,0.409578153725148,0.307532910516593,-0.229342213088762,-0.473577366688604,-0.302784341829786,-0.401531110866168,-0.053905670795496,0.0746854306409447,0.149353622115367,-0.0720127312137421,0.118547475408462,-0.466900709181163,-0.214050151468223,0.320327289283102,0.437454584123365,0.23666605437648,0.0977056197522785,0.380081914100243,0.25780963730331,0.0508258773701706,0.371609265927402,0.0819297134034749,1,-0.0549367226851537,0.150036177801701,-0.0441713015417411,0.136363430988781,0.371830998325797,0.403297492139529,-0.672034149841031,-0.425635473143431,-0.0664562330029175,-0.134092985992988,0.0673284598082679,-0.290077242974686,-0.013856897288265
"H3K27me2K36me",0.0882107742646691,0.14888052029398,0.333676120138762,-0.06655179254178,0.350022692703156,0.251291172986569,0.390370324069962,0.302711353097068,0.0714714991026692,-0.131575058224911,0.314288773124817,-0.621397006803834,-0.0307458168175987,-0.0111969736683361,-0.0372381144503606,0.025985880756573,-0.392361551961401,-0.270355899124595,-0.0212143688849431,-0.254979037888675,0.0658568814817972,0.0470474263442126,0.038846310006125,-0.137130628999644,-0.298345347546655,-0.0765774667018556,-0.0549367226851537,1,0.229177150430334,-0.375845158691298,0.0897054422202305,0.208923493737318,-0.0486380310603143,-0.152013738895451,-0.0360910473985447,-0.347381532701963,0.122867743259689,0.172079282736988,0.0386935248369164,0.134143502179459
"H3K79me",0.0367821813588449,0.111514351447996,0.494393300084926,0.208569042648494,0.328107439164133,0.252702919458089,0.129081124934269,-0.132900936498856,0.043682939095302,-0.23476939786727,-0.360795196254707,-0.278903652276745,-0.0881958944921839,0.0107540632145087,-0.0911388224117097,0.104928907031264,-0.324384669664176,-0.04596469416084,-0.0349255823279578,-0.00293761470010425,0.195706414280845,0.0185771181608072,0.109186119437761,-0.0418513902602156,0.119319174461014,0.0384752985274742,0.150036177801701,0.229177150430334,1,-0.312086188821069,0.0894555530727741,0.258404822803734,0.132701917256491,-0.236180229656169,-0.146936335400295,-0.493637258580545,-0.188756192769984,-0.177277446070005,0.0488450648052826,0.0136599834094312
"H3K14ac",0.221094610731079,0.115317608434731,-0.05331814762937,-0.250117181799111,-0.0840348914232335,-0.111076662749968,-0.697099675690505,-0.498824480867288,-0.57789987066764,0.265570730048299,-0.00762594896197696,0.451101632502059,0.218424037965266,0.62188365602007,0.363548681556842,-0.255079594486281,0.636273329935801,0.209924804000022,0.260081664217074,0.219442393400005,0.226554458299751,0.352536594475176,0.138884775447366,0.358658164832088,0.274344971732982,0.441811119616739,-0.0441713015417411,-0.375845158691298,-0.312086188821069,1,-0.331123803844683,-0.339723696461733,0.184097054498594,0.202728118512112,0.397130854423959,0.512402305374662,0.274886100455092,-0.0180943858214725,0.0894613334244724,-0.463533868965801
"H4K5acK12ac",0.304226841618791,0.332968569805475,0.121339674757305,0.269024605765385,0.303064199491293,0.289437739333837,0.118351076489736,-0.108496149295329,0.0526503338792452,-0.337508945187401,0.0161822254661634,-0.251644197531478,-0.179261799944888,-0.437907661811132,-0.0383340473848707,0.172916626453024,-0.377026386319438,-0.271573139367815,0.231334968426892,-0.114143633382174,-0.0674104399890713,0.00376765740115867,-0.159795698500524,-0.343069806606205,-0.218614475046237,-0.176944900937648,0.136363430988781,0.0897054422202305,0.0894555530727741,-0.331123803844683,1,0.366401253648346,0.0710256816182148,-0.272287194271708,-0.0667868330434412,-0.086650453660603,-0.0351882930728949,-0.119003537186235,-0.0299176059386522,0.0483791720021457
"H3K18ac",-0.0156548840314984,-0.11790367104073,0.248162750809522,0.0213116111406877,0.0404551488441216,0.43764891448617,0.332990733095106,0.0441293629468201,0.105858671585075,-0.636101224822547,0.140497088665209,-0.101958185577227,-0.107998397132176,-0.387792839200816,-0.479231203160661,0.0601570421159093,-0.384495311980049,0.0848267597358756,-0.0744691751307575,0.138253585167498,-0.0767511427075107,-0.0802834805002026,0.119591020265868,-0.138833324724937,-0.0837864691385817,-0.0639175257654906,0.371830998325797,0.208923493737318,0.258404822803734,-0.339723696461733,0.366401253648346,1,0.00445904826659828,-0.51028182258242,-0.331651199346754,-0.494318658464418,-0.55024336833191,0.0371280077077058,-0.133671957925829,0.262469708275439
"H4K5acK8acK12ac",0.201878220858427,0.208373857900465,0.314418196051263,0.0831402143138034,0.231574449374724,0.171869080143161,-0.492261228977532,-0.511821155910935,-0.331128321723528,0.0247125509795117,0.115319059307238,-0.022074781769326,0.381050788588847,0.440898444739222,0.295416381803631,-0.247137886234699,0.174040283393717,0.382161857317141,0.438545576441574,0.630895475035186,0.568731799946146,0.644493203142274,0.467424118550011,0.517510601596972,0.536155677112328,0.576630726062222,0.403297492139529,-0.0486380310603143,0.132701917256491,0.184097054498594,0.0710256816182148,0.00445904826659828,1,-0.538387983458243,-0.127534991102985,0.123998266908089,0.121819647333329,-0.103278542404008,-0.353230556989986,-0.270162348183653
"H2AJK5acK9ac",-0.0770262329750961,-0.0815749494305779,-0.331940677352564,-0.0378078141397529,-0.229138694964684,-0.408081653785475,0.119404108650893,0.386553860795632,0.176383884023938,0.442661814459352,-0.327187363057735,0.130581041880237,-0.418417060342618,0.0267040615406238,0.0464904617012679,0.0679488203774437,0.371825273267381,-0.233746223595101,-0.307655716221207,-0.341507893012055,-0.106153007589344,-0.341771850742468,-0.105173987183094,-0.0815185495932734,-0.35805803240295,-0.0611085822196593,-0.672034149841031,-0.152013738895451,-0.236180229656169,0.202728118512112,-0.272287194271708,-0.51028182258242,-0.538387983458243,1,0.461003925273441,0.174278439140506,0.223608726610166,0.115942597122558,0.515167177970034,-0.183782312272649
"H2AJK5acT6ac",0.108702240759349,0.229942829440815,-0.0642682936801154,0.000393894760096683,-0.068012469002172,-0.35992424222294,-0.11484460033454,0.0727254285314049,-0.093193475821435,0.0024980229293294,-0.19529736146104,0.0213304845350944,-0.195874560680804,0.146336386028652,0.174759371567279,-0.209288241168089,0.326137055916946,-0.313322268400761,-0.000989195139072122,-0.33343908915224,-0.12254396697812,-0.173727420684755,0.0122578709171607,-0.228421920812712,-0.331082147758452,-0.076121033003042,-0.425635473143431,-0.0360910473985447,-0.146936335400295,0.397130854423959,-0.0667868330434412,-0.331651199346754,-0.127534991102985,0.461003925273441,1,0.194928832438216,0.127711533441879,-0.178742105135048,0.284920909744122,-0.248392523914228
"H3K23ac",0.339841260429061,0.263736315063061,-0.585985415010983,-0.499291885160432,0.00371922824601449,-0.137810167759574,-0.686134027101183,-0.400466912295093,-0.281206872924173,0.587570227584892,0.0407967185186706,0.594622087190861,0.39754357088175,0.421695486922464,0.532186772802275,-0.318936753005525,0.506034121737511,0.0109347742614419,0.487652444484159,0.0448611535730391,0.308362839292775,0.347401385180403,0.085046409492251,0.227886749892257,0.135459385935884,0.159896232789917,-0.0664562330029175,-0.347381532701963,-0.493637258580545,0.512402305374662,-0.086650453660603,-0.494318658464418,0.123998266908089,0.174278439140506,0.194928832438216,1,0.47297190126129,0.11593784850328,0.103029660514074,0.0630760217234559
"H4K8acK12ac",0.529407576665606,0.588293209796222,-0.0315992678720037,-0.020478054873222,0.405084673335814,-0.239168545802522,-0.458667040229465,-0.232119451750763,-0.230031879078981,0.600304548396146,-0.0391025605661153,-0.079557837897404,0.144307397260566,0.302729556307574,0.687018748550122,-0.166680108127717,0.223738259035243,-0.31344844875239,0.56752204650824,-0.0785828073381654,0.155328170778054,0.28466312780982,-0.00428062613994257,0.155293103414345,-0.046289210057644,0.18802202484231,-0.134092985992988,0.122867743259689,-0.188756192769984,0.274886100455092,-0.0351882930728949,-0.55024336833191,0.121819647333329,0.223608726610166,0.127711533441879,0.47297190126129,1,0.0534729962637949,0.439376053023809,-0.476479190472167
