"","nabut_1_C2_ctrl_100_Slot1-1_1_3703","nabut_1_C3_treat_100_Slot1-1_1_3665","nabut_1_C4_ctrl_100_Slot1-1_1_3704","nabut_1_C5_treat_100_Slot1-1_1_3666","nabut_1_D2_mix_Slot1-1_1_3691","nabut_1_D5_treat_Slot1-1_1_3713","nabut_1_E2_mix_Slot1-1_1_3692","nabut_1_E4_ctrl_Slot1-1_1_3707","nabut_1_E5_treat_Slot1-1_1_3714","nabut_1_F2_mix_Slot1-1_1_3693","nabut_1_F4_ctrl_Slot1-1_1_3708","nabut_1_F5_treat_Slot1-1_1_3715","nabut_1_G2_mix_Slot1-1_1_3694","nabut_1_G4_ctrl_Slot1-1_1_3709","nabut_1_H2_mix_Slot1-1_1_3695","nabut_1_H4_ctrl_Slot1-1_1_3710","nabut_1_H5_treat_Slot1-1_1_3717","nabut_1_I2_mix_Slot1-1_1_3696","nabut_1_I4_ctrl_Slot1-1_1_3711","nabut_1_I5_treat_Slot1-1_1_3718","nabut_1_J2_mix_Slot1-1_1_3697","nabut_1_K2_mix_Slot1-1_1_3698","nabut_1_L2_mix_Slot1-1_1_3699","nabut_1_M2_mix_Slot1-1_1_3700","nabut_1_N2_mix_Slot1-1_1_3701","nabut_1_O2_mix_Slot1-1_1_3702","nabut_4_D2_mix_Slot1-1_1_3640","nabut_4_D5_treat_Slot1-1_1_3675","nabut_4_E2_mix_Slot1-1_1_3641","nabut_4_E3_mix_Slot1-1_1_3682","nabut_4_E5_treat_Slot1-1_1_3676","nabut_4_F2_mix_Slot1-1_1_3642","nabut_4_F3_mix_Slot1-1_1_3683","nabut_4_F5_treat_Slot1-1_1_3677","nabut_4_G2_mix_Slot1-1_1_3643","nabut_4_G3_mix_Slot1-1_1_3684","nabut_4_G5_treat_Slot1-1_1_3678","nabut_4_H2_mix_Slot1-1_1_3644","nabut_4_H3_mix_Slot1-1_1_3685","nabut_4_H5_treat_Slot1-1_1_3679","nabut_4_I2_mix_Slot1-1_1_3645","nabut_4_I3_mix_Slot1-1_1_3686","nabut_4_I5_treat_Slot1-1_1_3680","nabut_4_J2_mix_Slot1-1_1_3646","nabut_4_K2_mix_Slot1-1_1_3647","nabut_4_L2_mix_Slot1-1_1_3648","nabut_4_M2_mix_Slot1-1_1_3649","nabut_4_N2_mix_Slot1-1_1_3650","nabut_4_O2_mix_Slot1-1_1_3651","nabut_4_control_C2_100_Slot1-1_1_3652","nabut_4_control_C4_100_Slot1-1_1_3653","nabut_4_treat_C3_100_Slot1-1_1_3655","nabut_4_treat_C5_100_Slot1-1_1_3656"
"H31-K18[un];K23[ac]",0.341320324223188,0.330659481627797,0.35938823407226,0.352339456219661,0.163606243655033,0.140995427501064,0.304153702207914,0.0728658964497901,0.112196742521395,0.304762740440174,0.122304909743111,0.150698103949958,0.315492439580636,0.133445638055547,0.22101615522257,0.148486479820054,0.225832074680042,0.291796424185489,0.164709790526467,0.123994080087014,0.186338273032805,0.333697749772651,0.278932882693384,0.148073316226895,0.202611076061519,0.255470936968418,0.188559124913145,0.138155670160734,0.134354363119089,0.186642701759241,0.171843966380279,0.147567308050863,0.158815075338889,0.138423016166437,0.26326280623608,0.153262590144086,0.166619765667017,0.173994165693281,0.224307233155598,0.353259418466227,0.473371795820549,0.171343051197522,0.240265894354528,0.245051343069108,0.148575626851381,0.239404719231299,0.18679489564512,0.297027643032261,0.25700826998592,0.332517733668642,0.257688979102517,0.24790280183748,0.292398136741195
"H31-K18[un];K23[su]",-0.00112422543446633,-0.00259622744410541,-0.00275651222240445,-0.00202492056615744,0.0197123701727051,0.004027238302354,0.00894546685263971,0.00404769325542359,0.00482582675670731,0.00689336046433401,0.00507928255595969,0.008591776169744,0.004155606644446,0.0108993437201264,0.0107713243895808,0.0108927701235337,0.0105074361289511,0.00967972771986738,0.0034906373398464,0.00870945776974936,0.00785135169095816,0.0120095274760361,0.0143053962148344,0.00817923933597698,0.00557914659263324,0.00942321766049725,0.00443561398148814,0.00639262598212408,0.00458870125229469,0.00329156202063009,0.0161386893974267,0.00561988042410909,0.00209376425082876,0.00648215764338508,0.0212076218757733,0.00323819518509703,0.00855667750630745,0.0113665134138418,0.0035930010964587,0.00848211453952444,0.00704544721417363,0.00442117805933987,0.0102425542811228,0.0104928404205816,0.00574090374936956,0.00989084452188328,0.0102935162220604,0.00529318708342393,0.0108616186482084,0.00153292155475087,0.00303033362532289,0.0020958793863356,0.0015338666929722
"H31-K18[un];K23[un]",0.555288734915921,0.474143468739738,0.534295403520744,0.472240028830464,0.774843282670609,0.617774278749181,0.615503534522128,0.409066269227874,0.580152407824692,0.621527742099415,0.71443165302164,0.51490434900529,0.631629950920587,0.60819155430943,0.703655930944396,0.579430745677367,0.530614186323592,0.636930548511337,0.719987932993057,0.728797995459779,0.769844603071813,0.594552918187133,0.660197116570839,0.803512655012217,0.756818612248451,0.702166445173535,0.538832078159715,0.673881556701607,0.6687119994981,0.635772405040589,0.623705540944661,0.665379392425203,0.746001498035305,0.678735223033277,0.524162336055432,0.73213808993389,0.697733673815777,0.733498000732936,0.678335819355116,0.415707696006915,0.429176462551731,0.777148985184891,0.567430884833073,0.634978987797733,0.777447588624252,0.539882510772619,0.689199377282563,0.566935199694105,0.618999677399101,0.549962669443146,0.646700902094826,0.479208576035933,0.474172736431881
"H31-K4[me]",0.0358687583837633,0.158458390260489,0.0397421824446772,0.161098801322809,0.0819389322116778,0.259341186241408,0.208988865303862,0.0626540825866795,0.173998818466839,0.142464407559506,0.0605865629675767,0.166719560776055,0.0979712886140892,0.0653437860192347,0.160659903809698,0.0642647998333615,0.144775919456089,0.204088565717587,0.063629443410014,0.197057857475095,0.189356796696409,0.134244926156908,0.176729467868311,0.0766360909271958,0.0888939180812095,0.093342744451345,0.19710040959286,0.183118087119993,0.197908170488616,0.131493313871207,0.184154435358156,0.0765267053484364,0.0803843527472947,0.164390413613194,0.163378068739771,0.0886577167555673,0.195525727615516,0.0552794220572012,0.109755189597769,0.172125811431654,0.111407848869898,0.0741859551185674,0.189057080004953,0.158087214407049,0.074770516855752,0.147924395719569,0.182697542998951,0.153409129977378,0.148350057125035,0.0680984049568429,0.061748217603532,0.185135863022431,0.197704345186864
"H31-K4[un]",0.964559380383717,0.841968921977726,0.960684282211863,0.839327369718115,0.918502841333639,0.741049991893137,0.79139799670078,0.937769947330796,0.82642924501495,0.85795120660878,0.939838360540984,0.833711648832969,0.902463555676176,0.93507908139657,0.839747846184967,0.936158533925025,0.855664774291364,0.796300414218119,0.936794164952217,0.80336023978847,0.811038550374754,0.866174240507443,0.823671336789988,0.923807974529481,0.911544849488581,0.907094100316094,0.80289959040714,0.816881912880007,0.802091829511384,0.868506686128793,0.815845564641844,0.923473294651564,0.919615647252705,0.835609586386806,0.836621931260229,0.911342283244433,0.804474272384484,0.944720577942799,0.890244810402231,0.827874188568346,0.888592151130102,0.925814044881433,0.810942919995047,0.841912785592951,0.925229483144248,0.852075604280431,0.817302457001049,0.846590870022622,0.851649942874965,0.931901595043157,0.938251782396468,0.814864136977569,0.802295654813136
"H31-K9[ac];K14[ac]",0.00523490785359233,0.0129381393371015,0.0057104992955514,0.013519141093032,0.0117677229038984,0.00763860028533821,0.0149552586030594,0.0095881975136928,0.0155666545100268,0.0174872521569809,0.0163416423218453,0.020693661923804,0.00568015335181015,0.0151976970394567,0.0224325304533862,0.0289600828174237,0.0315091694751239,0.0216205910788974,0.00850976686418418,0.0109223370382831,0.0142069452398403,0.019396035959598,0.0259638834921644,-0.00465883108971288,0.00593386004629831,0.00186661954256305,0.0176856352461012,0.0114987110605953,0.00661419019435702,0.00722525355429319,0.0165824793503723,0.00607526770667149,0.00310799460598148,0.0101433653120621,0.0247751714182606,0.00360861579562531,0.00691023720822091,0.00622094396645147,0.0128095623812204,0.0213658345163487,0.0716788237321234,0.00320804826304798,0.0299311134781003,0.0105295260426053,0.00473330573283796,0.0187515302556331,0.0113837510885616,0.0251069438002047,0.0189203730272597,0.00337387152497723,0.00352885805817903,0.0190307663957142,0.0184807496953698
"H31-K9[me2];K14[ac]",0.136583246177153,0.123212626555629,0.145860690697372,0.128955893753465,0.157726297723281,0.101846992946944,0.124462706779512,0.118735152558948,0.0872517796788509,0.15223992558596,0.0917195277448355,0.112373165555083,0.172121637553011,0.117102048785539,0.146767781511803,0.128357461875162,0.103143200224981,0.15741729738109,0.0962865181880636,0.094404816309194,0.125529987086719,0.180589870331097,0.137592488212571,0.118531529121293,0.153420699079579,0.134868892527403,0.141275654825104,0.114906165436188,0.117299585796511,0.120274084377334,0.125945000203445,0.104407120699774,0.112011670408136,0.106480782820117,0.134757127390834,0.129859408916347,0.102938743288473,0.123269423250672,0.120818811743316,0.20672760638482,0.125009790049133,0.104585597544473,0.131909393081374,0.1302942207418,0.0935226655626469,0.177382445591291,0.135264425807429,0.164684862451743,0.145724809623662,0.105390983986682,0.132150483929578,0.138751878338854,0.120249704938651
"H31-K9[me2];K14[un]",0.315886437915861,0.283879081587706,0.302581682703188,0.28603884440423,0.199223983769646,0.197749925639003,0.174772195775838,0.234933328495194,0.233750769461551,0.15591092199288,0.24217754561584,0.204802697594486,0.203495103679674,0.214776916352707,0.217577629585547,0.204188518642476,0.194029614145349,0.151574443467394,0.221567245947451,0.226393106752144,0.18519469289251,0.165074180397522,0.14799065483391,0.163197683832462,0.170434923641472,0.1855011698087,0.20608605020407,0.202405645475896,0.230964862616015,0.22990401797963,0.185293861204276,0.231341334055885,0.249870773777297,0.196254775849472,0.195810898592566,0.22342227416931,0.214568813093764,0.223270884423653,0.200862763864727,0.16857334118163,0.13702935970468,0.253452854817507,0.153218986345803,0.180365414358733,0.210800575667475,0.201603913077377,0.212562947256825,0.175937583597778,0.175714601037413,0.281830088842544,0.278499696318081,0.199603633753621,0.222688326462376
"H31-K9[me3];K14[ac]",0.0645049615720503,0.0845511662229221,0.073507401862275,0.0936640469435378,0.197717423064586,0.164856333576833,0.167065664759656,0.224979568389939,0.228317857820174,0.191461898683981,0.240134675823482,0.182093607678252,0.23689239574197,0.198875016260787,0.200394497087417,0.204864874995056,0.171517032332506,0.193994433494005,0.204045423919488,0.211432262799866,0.180124860761594,0.203018295682463,0.173460945223635,0.247848096106444,0.16796869740076,0.194861897937874,0.205599010334986,0.206051550830756,0.233246763963609,0.228979746672361,0.187202752896179,0.229026657059643,0.246943980377748,0.196882373372618,0.206338505954529,0.223613291033562,0.212235121091363,0.220935442942413,0.199917920737125,0.164624955276249,0.149226455584505,0.252990416848218,0.150232297983718,0.183764686777791,0.207035079512726,0.197244650773437,0.211490950740222,0.172704113562904,0.17348940514292,0.0389010350127199,0.0508690949110878,0.0734630067332189,0.0617168030133313
"H31-K9[me3];K14[un]",0.16189640937559,0.194885613490849,0.198319546307852,0.179496704250053,0.153124072445826,0.113035562616873,0.149705406481131,0.108888993337496,0.165044819321513,0.121865582090061,0.121882618153436,0.134068063889916,0.166626216575499,0.120119802778097,0.115944906178611,0.15218381994519,0.126729757871557,0.156060889492149,0.141605236087069,0.157653449892189,0.167162661284352,0.127741010666646,0.154425787708456,0.20765391633445,0.139059060011892,0.16353151727981,0.150561069929184,0.166857225087157,0.19297366931112,0.123442946407056,0.141632323279295,0.15355968160737,0.173112804753949,0.15628615572563,0.111731504871887,0.150059108365336,0.189311301319866,0.153806720908655,0.143192520490397,0.101757787703565,0.11886947123292,0.158746572017344,0.135138281530169,0.162089745544705,0.168735807699821,0.121478018348022,0.150535051683011,0.105217237647163,0.118907957179119,0.186401989971406,0.18864416995024,0.150618038315125,0.159323135879524
"H31-K9[me];K14[ac]",0.0520343579720733,0.0362968967340902,0.0495561223424179,0.0402715789985044,0.0706826196430627,0.0357921016088395,0.0640876675034306,0.0598791474270254,0.0277019842256932,0.0629442337059263,0.0425067684650187,0.0394554524943434,0.054648854504305,0.0448518839622616,0.0519539523304033,0.0624870455170244,0.0455610217155654,0.0418923241567241,0.0385837724681875,0.0268873348618756,0.0742418284886576,0.050577515048119,0.0505491699204055,0.057383160675019,0.0490943202595977,0.0906768079531313,0.0362747294493527,0.0331998862270669,0.0267421417093974,0.0417797352203674,0.0507937246057534,0.0355366709234042,0.0321833476091289,0.0392308337225875,0.083324431613136,0.0517141425947571,0.0297345668665481,0.0443502529046901,0.0495299809952674,0.0650796948397447,0.0541768265621002,0.0310745418685994,0.0624648742968169,0.0511425634851008,0.0444260441141944,0.0559044272432693,0.0478825110749309,0.0504188172003426,0.0616515837104072,0.0627090563624836,0.0570699526006855,0.0668733148130576,0.0666012130749458
"H31-K9[me];K14[un]",0.0754080519111593,0.0601643742123804,0.0702634980496351,0.0578936121027459,0.0705066735691078,0.0660169650563681,0.0577157902386572,0.108749935274074,0.0963856170296145,0.0822242773270894,0.090212929774099,0.112544412092555,0.0677927175361406,0.109451754533652,0.0745322872928113,0.0998034006061542,0.107814581650791,0.083241366287207,0.111761043125831,0.0961256315823118,0.0872404815406294,0.0703653739493826,0.0909374832007814,0.0861719552428549,0.119745987422876,0.085192234906023,0.0605439261257927,0.0721187735457694,0.0621958515469022,0.0789715155520457,0.0751245371635171,0.0761935774699912,0.0765417530910344,0.09492412537578,0.0694233128834356,0.0810652863583236,0.0692927009943604,0.0880271485939863,0.0790015356765312,0.0677065660237988,0.0970128602085411,0.0751037952155173,0.0780673771202544,0.0856066112036375,0.0746745740293676,0.0742538165772336,0.0801157661580402,0.136581283423772,0.0839076812713828,0.106911669531187,0.102776544456235,0.0897847167332356,0.0903059711374835
"H31-K9[un];K14[ac]",0.0628898018090636,0.0761456055363135,0.0635140494373714,0.0805173341915386,0.0449270077118059,0.0497783204641368,0.065969186217645,0.0441664980553247,0.0405338079058324,0.0820329332228615,0.0568855020773779,0.0558307348149464,0.0410733431461579,0.0488338228750359,0.0569531569936496,0.038196358470798,0.0656204774886411,0.0761987414619054,0.0538224689973592,0.0485889179058634,0.0454658741052352,0.0784790171940489,0.0754060540076592,0.0385793980900693,0.0541561391426125,0.0370206092954587,0.0609859148069861,0.048157879056674,0.0356863697940902,0.0570571716916264,0.0675680231578091,0.0335136067770826,0.02921541190667,0.0513791575341645,0.062272103933598,0.0452322591417599,0.0398674186100582,0.0431460028395462,0.0743008553110284,0.0749662407811364,0.063288098955206,0.0358748690757044,0.0747434820076112,0.0601699933262173,0.0581393681637247,0.0604401391352876,0.0441624701828783,0.0631477677399088,0.074833075819446,0.0657767915595817,0.0601281242847049,0.0949861946426322,0.0899508571453526
"H31-K9[un];K14[ub]",0.00965004549615681,0.0102404981227737,0.0071534007654295,0.00609537374603641,0.0254746043282531,0.127604293862152,0.0586001897855555,0.0261534256248947,0.0221752836155758,0.0139020897655686,0.0206255851226723,0.0251039509072032,0.0112517978508354,0.022816536376451,0.0148583291486983,0.022131027662229,0.0204224008572746,0.0139890212300301,0.0210239268081889,0.0183935863402672,0.0173089743468679,0.0110402283785139,0.00970826116787927,0.0125445902801527,0.0122265657872668,0.0176149394753865,0.0385187656461558,0.0315090315697404,0.023455103505028,0.00934387234844599,0.0282753128687434,0.0346217356067795,0.00513709797076533,0.0299066987651659,0.00655359076145796,0.0142187343463016,0.0311393240079376,0.014380377420981,0.00339055019583308,0.0455812933531849,0.115533022488396,0.00370963685722734,0.0605526979216289,0.0323589346503987,0.03178268732044,0.00994546476684717,0.0167851463405399,0.011818425011719,0.0394120406136188,0.0023406021998136,0.00288964460957518,0.00222000710822937,0.00407497416085888
