"","1_D3_Slot1-1_1_1321","1_D4_Slot1-1_1_1300","1_E3_Slot1-1_1_1322","1_E4_Slot1-1_1_1301","1_F3_Slot1-1_1_1323","1_F4_Slot1-1_1_1302","1_G3_Slot1-1_1_1325","1_G4_Slot1-1_1_1305","1_H2_Slot1-1_1_1341","1_H3_Slot1-1_1_1326","1_H4_Slot1-1_1_1306","1_I2_Slot1-1_1_1342","1_I3_Slot1-1_1_1327","1_I4_Slot1-1_1_1307","100_C2_Slot1-1_1_1339","100_C3_Slot1-1_1_1319","100_C4_Slot1-1_1_1298","auto_2_C3_100cell_Slot1-1_1_3400","auto_2_E2_1cell_Slot1-1_1_3420","auto_2_E3_1cell_Slot1-1_1_3418","auto_2_F2_1cell_Slot1-1_1_3421","auto_2_F3_1cell_Slot1-1_1_3419","auto_4_C4_100cell_Slot1-1_1_3505","auto_4_D3_1cell_Slot1-1_1_3495","auto_4_D4_1cell_Slot1-1_1_3492","auto_4_E4_1cell_Slot1-1_1_3493","auto_4_F4_1cell_Slot1-1_1_3494","nabut_1_C2_ctrl_100_Slot1-1_1_3703","nabut_1_C3_treat_100_Slot1-1_1_3665","nabut_1_C4_ctrl_100_Slot1-1_1_3704","nabut_1_C5_treat_100_Slot1-1_1_3666","nabut_1_D2_mix_Slot1-1_1_3691","nabut_1_D3_mix_Slot1-1_1_3720","nabut_1_D5_treat_Slot1-1_1_3713","nabut_1_E2_mix_Slot1-1_1_3692","nabut_1_E3_mix_Slot1-1_1_3721","nabut_1_E4_ctrl_Slot1-1_1_3707","nabut_1_E5_treat_Slot1-1_1_3714","nabut_1_F2_mix_Slot1-1_1_3693","nabut_1_F3_mix_Slot1-1_1_3722","nabut_1_F4_ctrl_Slot1-1_1_3708","nabut_1_F5_treat_Slot1-1_1_3715","nabut_1_G2_mix_Slot1-1_1_3694","nabut_1_G3_mix_Slot1-1_1_3723","nabut_1_G4_ctrl_Slot1-1_1_3709","nabut_1_G5_treat_Slot1-1_1_3716","nabut_1_H2_mix_Slot1-1_1_3695","nabut_1_H4_ctrl_Slot1-1_1_3710","nabut_1_H5_treat_Slot1-1_1_3717","nabut_1_I2_mix_Slot1-1_1_3696","nabut_1_I4_ctrl_Slot1-1_1_3711","nabut_1_I5_treat_Slot1-1_1_3718","nabut_1_J2_mix_Slot1-1_1_3697","nabut_1_K2_mix_Slot1-1_1_3698","nabut_1_L2_mix_Slot1-1_1_3699","nabut_1_M2_mix_Slot1-1_1_3700","nabut_1_N2_mix_Slot1-1_1_3701","nabut_1_O2_mix_Slot1-1_1_3702","nabut_4_control_C2_100_Slot1-1_1_3652","nabut_4_control_C4_100_Slot1-1_1_3653","nabut_4_D2_mix_Slot1-1_1_3640","nabut_4_D5_treat_Slot1-1_1_3675","nabut_4_E2_mix_Slot1-1_1_3641","nabut_4_E3_mix_Slot1-1_1_3682","nabut_4_E5_treat_Slot1-1_1_3676","nabut_4_F2_mix_Slot1-1_1_3642","nabut_4_F3_mix_Slot1-1_1_3683","nabut_4_F5_treat_Slot1-1_1_3677","nabut_4_G2_mix_Slot1-1_1_3643","nabut_4_G3_mix_Slot1-1_1_3684","nabut_4_G5_treat_Slot1-1_1_3678","nabut_4_H2_mix_Slot1-1_1_3644","nabut_4_H3_mix_Slot1-1_1_3685","nabut_4_H5_treat_Slot1-1_1_3679","nabut_4_I2_mix_Slot1-1_1_3645","nabut_4_I3_mix_Slot1-1_1_3686","nabut_4_I5_treat_Slot1-1_1_3680","nabut_4_J2_mix_Slot1-1_1_3646","nabut_4_K2_mix_Slot1-1_1_3647","nabut_4_L2_mix_Slot1-1_1_3648","nabut_4_M2_mix_Slot1-1_1_3649","nabut_4_N2_mix_Slot1-1_1_3650","nabut_4_O2_mix_Slot1-1_1_3651","nabut_4_treat_C3_100_Slot1-1_1_3655","nabut_4_treat_C5_100_Slot1-1_1_3656"
"H1.5-K51[un]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"H2A1A-K5[ac]",0.0737921688862383,0.057508839938668,0.0651497100954014,0.07122589549392,0.0633106986676439,0.0801497094872556,0.0683695245102059,0.0742556932281208,0.0698400492440557,0.0713621580256361,0.0345845796725453,0.0599591743525453,0.0746392502236406,0.0895958200562532,0.115882810471659,0.0905418161954163,0.0977091420604941,0.0774967588059999,0.0497441963546645,0.060605483003126,0.0797767721508867,0.0398595874921044,0.0626552285806446,0.0754024421059031,0.0770825658357226,0.0481760426364386,0.0574597692291525,0.0528804226254242,0.115707100264112,0.0602236453949208,0.110274699112264,0.0541765549831925,0.0646795734507878,0.108349858227571,0.12193541675412,0.14143675422303,0.0578228038219987,0.0822153119561496,0.112471985702906,0.0793275534115551,0.0683696662486751,0.130796723637336,0.0761222024095514,0.0906409422280668,0.0955392369313662,0.184096728652506,0.125221138534632,0.0999240922222852,0.13290929505423,0.117909720889931,0.0667050757085464,0.0805965499943363,0.0941605869536511,0.12627869540392,0.124087924201963,0.0572212229640203,0.0620912055332217,0.0624545436480337,0.0634191233230263,0.0595822130995216,0.156357309846137,0.10439010524883,0.152024946744774,0.105775363227911,0.136301666150714,0.0502348530313868,0.056350154732359,0.1294652508425,0.169286308850478,0.0792031835315261,0.154167524909858,0.0690931367289087,0.09310677047815,0.197295378694084,0.0273926325075474,0.0719234285336652,0.198834456536876,0.1736485840252,0.0708772206247292,0.156716544050844,0.179612079871475,0.30864854628273,0.154095373712213,0.177041332477455,0.170148478472575
"H2A1A-K5[un]",0.926207831113762,0.942491160061332,0.934850289904599,0.92877410450608,0.936689301332356,0.919850290512744,0.931630475489794,0.925744306771879,0.930159950755944,0.928637841974364,0.965415420327455,0.940040825647455,0.925360749776359,0.910404179943747,0.884117189528341,0.909458183804584,0.902290857939506,0.922503241194,0.950255803645335,0.939394516996874,0.920223227849113,0.960140412507896,0.937344771419355,0.924597557894097,0.922917434164277,0.951823957363561,0.942540230770847,0.947119577374576,0.884292899735888,0.939776354605079,0.889725300887736,0.945823445016808,0.935320426549212,0.891650141772429,0.87806458324588,0.85856324577697,0.942177196178001,0.91778468804385,0.887528014297094,0.920672446588445,0.931630333751325,0.869203276362664,0.923877797590449,0.909359057771933,0.904460763068634,0.815903271347494,0.874778861465368,0.900075907777715,0.86709070494577,0.882090279110069,0.933294924291454,0.919403450005664,0.905839413046349,0.87372130459608,0.875912075798037,0.94277877703598,0.937908794466778,0.937545456351966,0.936580876676974,0.940417786900478,0.843642690153863,0.89560989475117,0.847975053255226,0.894224636772089,0.863698333849286,0.949765146968613,0.943649845267641,0.8705347491575,0.830713691149522,0.920796816468474,0.845832475090142,0.930906863271091,0.90689322952185,0.802704621305916,0.972607367492453,0.928076571466335,0.801165543463124,0.8263514159748,0.929122779375271,0.843283455949156,0.820387920128525,0.69135145371727,0.845904626287787,0.822958667522545,0.829851521527425
"H2A1A-K9[un]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"H2A1B-K13[un]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"H2A1B-K15[ac]",0.37995978196878,0.551552250763607,0.364773866234865,0.380895506347973,0.435893308910873,0.410243448626122,0.386927335649105,0.487497811716379,0.404739735329713,0.387438724849752,0.426576865050525,0.474216853125146,0.312025008055706,0.364317586040626,0.386363946754543,0.407628017720367,0.433986010734707,0.467256775400608,0.684502754166447,0.513409092910418,0.68677288594301,0.662506271765624,0.582462620050759,0.408944320204572,0.450738551181026,0.427622369212267,0.402096248693687,0.463163559924758,0.483092315511618,0.504101975968847,0.479672963866728,0.3303578617285,0.352563308090622,0.418006374455393,0.425029586478692,0.406844106463878,0.40082870604072,0.479437406540078,0.408791521088617,0.39427042646886,0.376906819908815,0.432347769439631,0.389952418136769,0.338519071496986,0.45610176260558,0.448109634322705,0.26357709408758,0.4246114919635,0.432516142443258,0.427786858092477,0.358349013791424,0.471731745970848,0.377357075816848,0.398839844714225,0.293964909086771,0.370228109240809,0.321371549702327,0.355373938948542,0.456466749632965,0.441008704260159,0.432018218748077,0.415743038472097,0.421278879253749,0.437903606413961,0.434697527983046,0.376371602396058,0.365371740599218,0.417678683276498,0.478572881345642,0.386621794735257,0.397736339419141,0.375011304601224,0.394576202093564,0.370655173838969,0.375292864147776,0.434854805130773,0.419407311090447,0.380706113486652,0.445028131942959,0.418006140269268,0.425921677332635,0.450814873195035,0.4436415282383,0.447418598907662,0.457887252154216
"H2A1B-K15[un]",0.62004021803122,0.448447749236393,0.635226133765135,0.619104493652026,0.564106691089127,0.589756551373878,0.613072664350895,0.512502188283621,0.595260264670287,0.612561275150248,0.573423134949475,0.525783146874854,0.687974991944294,0.635682413959374,0.613636053245457,0.592371982279633,0.566013989265293,0.532743224599392,0.315497245833553,0.486590907089582,0.31322711405699,0.337493728234376,0.417537379949241,0.591055679795428,0.549261448818974,0.572377630787733,0.597903751306313,0.536836440075242,0.516907684488382,0.495898024031153,0.520327036133272,0.6696421382715,0.647436691909378,0.581993625544607,0.574970413521308,0.593155893536122,0.59917129395928,0.520562593459922,0.591208478911383,0.60572957353114,0.623093180091185,0.567652230560369,0.610047581863231,0.661480928503014,0.54389823739442,0.551890365677295,0.73642290591242,0.5753885080365,0.567483857556742,0.572213141907523,0.641650986208576,0.528268254029152,0.622642924183152,0.601160155285775,0.706035090913228,0.629771890759191,0.678628450297673,0.644626061051458,0.543533250367035,0.558991295739841,0.567981781251923,0.584256961527903,0.578721120746251,0.562096393586039,0.565302472016954,0.623628397603942,0.634628259400782,0.582321316723502,0.521427118654358,0.613378205264743,0.602263660580859,0.624988695398776,0.605423797906437,0.629344826161031,0.624707135852224,0.565145194869227,0.580592688909553,0.619293886513348,0.554971868057041,0.581993859730732,0.574078322667365,0.549185126804965,0.5563584717617,0.552581401092338,0.542112747845784
"H2AJ-K5[ac]",1.88199545564544,1.84860821662472,1.90852665024904,1.82315634964982,1.84075207076039,1.78887869369745,1.89561388275756,1.83135385410181,1.82201568867834,1.84230733705292,1.82827652049795,1.82276219998849,1.83824567261934,1.88446854427419,1.86739759463808,1.89259546214289,1.89157735543139,1.92533857377461,1.86078699812768,1.8812431839189,1.86097501731109,1.89269494822745,1.91758480007551,1.8427719364149,1.87706566103778,1.87840808969682,1.85049060626873,1.91490844137168,1.88805098283268,1.90942959980041,1.88987082782914,1.83399463899909,1.8837762341545,1.832764421064,1.83189415318203,1.84954612526973,1.82426847768455,1.80571779031375,1.89266540700827,1.90516047035404,1.85187647867295,1.82451921769499,1.91301723386869,1.85887666812021,1.81684632242794,1.71963875141478,1.83429631564628,1.75931826138719,1.82281408154466,1.81600437916942,1.88205315128492,1.81376695658044,1.83545141348709,1.89891608771723,1.87407061266378,1.89855815260558,1.87646910261667,1.9258183553264,1.9209974620956,1.92274918338691,1.87503043912968,1.8573138273497,1.85255154053341,1.92881475018176,1.8516697122372,1.9180786361982,1.91367432882871,1.8362330765688,1.82424361703601,1.90870673143321,1.86201915471412,1.90648154967772,1.93165712447259,1.87325161755118,1.89700787376238,1.9415840546097,1.86916904328751,1.86113815834831,1.88660916723087,1.91700759449755,1.87450067268734,1.82547424087433,1.88103869921289,1.89043732634729,1.89836972664075
"H2AJ-K5[un]",0.0340468911681732,0.038054929144588,0.0272489527200488,0.0550434323838168,0.0499734540187523,0.0499870872071712,0.029059148960693,0.0350288805769124,0.068447626629757,0.0544722281238165,0.0380351145433298,0.0497419536827719,0.0566614226240365,0.0148589701654021,0.0190708046101397,0.0171782134847211,0.0179844202852979,0.00947552180565867,0.0174617938685017,0.0111613749397898,0.00688660251430746,0.00569022688580044,0.00893679554279027,0.0162031170805879,0.00618847951875585,0.00887010988317371,0.0109281745215065,0.0123106838731227,0.0171362977496862,0.0124292264788369,0.0172782440399165,0.0221518456023707,0.0194394156148324,0.0469227495163822,0.0198496246815527,0.0322091158955566,0.0571826954830661,0.0511972845266873,0.0212854556288435,0.0242909569609964,0.0399773567292773,0.0414696220952769,0.0263854719875733,0.03093305389555,0.0574960315689487,0.0967236184701404,0.0258825800427373,0.0702185979417466,0.0433265278578177,0.0265014212946182,0.0363466263158751,0.0432970438825214,0.0366052245959257,0.0267672873686752,0.0345928282369235,0.0137195948694308,0.0240366631126439,0.0236623664059144,0.00959735084077254,0.00934844517321002,0.0213469931787889,0.0198020455440448,0.00811501879680798,0.00720706622850486,0.017449774497745,0.00890598396647159,0.0128243676385726,0.0136378197794151,0.036779027596237,0.0111801242236025,0.0150649300651346,0.0198458927765074,0.00980447399560489,0.00880759231997995,0.00873872296613382,0.00509008683556344,0.025574404563432,0.0224630911471565,0.0216170602190719,0.00967670554421523,0.00880476879403006,0.018558224907818,0.0125521504239325,0.0143410478714671,0.0147314253513384
"H2AJ-K9[ac]",0.965953108831827,0.961945070855412,0.972751047279951,0.944956567616183,0.950026545981248,0.950012912792829,0.970940851039307,0.964971119423088,0.931552373370243,0.945527771876184,0.96196488545667,0.950258046317228,0.943338577375963,0.985141029834598,0.98092919538986,0.982821786515279,0.982015579714702,0.990524478194341,0.982538206131498,0.98883862506021,0.993113397485692,0.9943097731142,0.99106320445721,0.983796882919412,0.993811520481244,0.991129890116826,0.989071825478493,0.987689316126877,0.982863702250314,0.987570773521163,0.982721755960083,0.977848154397629,0.980560584385168,0.953077250483618,0.980150375318447,0.967790884104443,0.942817304516934,0.948802715473313,0.978714544371156,0.975709043039004,0.960022643270723,0.958530377904723,0.973614528012427,0.96906694610445,0.942503968431051,0.90327638152986,0.974117419957263,0.929781402058253,0.956673472142182,0.973498578705382,0.963653373684125,0.956702956117479,0.963394775404074,0.973232712631325,0.965407171763076,0.986280405130569,0.975963336887356,0.976337633594086,0.990402649159227,0.99065155482679,0.978653006821211,0.980197954455955,0.991884981203192,0.992792933771495,0.982550225502255,0.991094016033528,0.987175632361427,0.986362180220585,0.963220972403763,0.988819875776398,0.984935069934865,0.980154107223493,0.990195526004395,0.99119240768002,0.991261277033866,0.994909913164437,0.974425595436568,0.977536908852844,0.978382939780928,0.990323294455785,0.99119523120597,0.981441775092182,0.987447849576068,0.985658952128533,0.985268574648662
"H2AJ-K9[un]",0.950089237981783,0.924718074913897,0.963024555689135,0.933243214417453,0.940698978797899,0.888852868111789,0.953732180678946,0.901411615255632,0.958910941937855,0.951251793300555,0.904346749584606,0.922246107354034,0.951568517867415,0.914186484604993,0.905539203858356,0.926951889112331,0.927546196001991,0.94428961738593,0.895710585864685,0.903565933798481,0.8747482223397,0.904075401999054,0.935458391161095,0.875178170576078,0.889442620075293,0.896148309463166,0.872346955311747,0.939529809117926,0.922323578332053,0.934288052758088,0.924427315908978,0.878298330203828,0.922655065384165,0.926609920096763,0.87159340254514,0.913964357060846,0.938633868650681,0.908112359367126,0.935236318265954,0.953742384276032,0.9318311921315,0.907458461885547,0.965788177843833,0.920742775911307,0.931838385565842,0.91308598835506,0.886061475731755,0.899755457270679,0.909467137260299,0.869007221758655,0.954746403916669,0.900361044345486,0.908661862678944,0.952450662454582,0.943256269137628,0.925997342344437,0.924542428841958,0.973143088138231,0.94019216377714,0.941446073733326,0.917724425487257,0.896917918437789,0.868781578127029,0.943228882638769,0.886569261232688,0.935890604131145,0.939323064105853,0.863508716127626,0.897801672228481,0.931066979880412,0.892149014844384,0.94617333523073,0.951266072463799,0.890866802191137,0.914485319694644,0.951764228280823,0.920317852414373,0.90606434064262,0.929843287669016,0.936361005585978,0.892110210275401,0.862590690689962,0.906143000060757,0.919119422090227,0.927832577343422
"H2AJ-T6[ac]",0.91604234681361,0.886663145769309,0.935775602969087,0.878199782033636,0.890725524779147,0.838865780904618,0.924673031718253,0.86638273467872,0.890463315308098,0.896779565176739,0.866311635041277,0.872504153671262,0.894907095243379,0.899327514439591,0.886468399248217,0.90977367562761,0.909561775716693,0.934814095580272,0.878248791996184,0.892404558858691,0.867861619825393,0.898385175113253,0.926521595618304,0.85897505349549,0.883254140556537,0.887278199579993,0.861418780790241,0.927219125244803,0.905187280582367,0.921858826279251,0.907149071869061,0.856146484601457,0.903215649769333,0.879687170580381,0.851743777863587,0.881755241165289,0.881451173167615,0.856915074840439,0.91395086263711,0.929451427315035,0.891853835402223,0.86598883979027,0.93940270585626,0.889809722015757,0.874342353996893,0.81636236988492,0.860178895689017,0.829536859328932,0.866140609402481,0.842505800464037,0.918399777600793,0.857064000462965,0.872056638083019,0.925683375085907,0.908663440900704,0.912277747475006,0.900505765729314,0.949480721732316,0.930594812936368,0.932097628560116,0.896377432308468,0.877115872893745,0.860666559330221,0.936021816410264,0.869119486734943,0.926984620164673,0.92649869646728,0.849870896348211,0.861022644632244,0.91988685565681,0.87708408477925,0.926327442454223,0.941461598468194,0.882059209871157,0.90574659672851,0.946674141445259,0.894743447850941,0.883601249495464,0.908226227449944,0.926684300041763,0.883305441481371,0.844032465782144,0.893590849636824,0.90477837421876,0.913101151992084
"H2AX-K5[un]",0.0839576531863901,0.113336854230691,0.0642243970309134,0.121800217966364,0.109274475220853,0.161134219095382,0.0753269682817467,0.13361726532128,0.109536684691902,0.103220434823261,0.133688364958723,0.127495846328738,0.105092904756621,0.100672485560409,0.113531600751783,0.0902263243723899,0.0904382242833074,0.0651859044197285,0.121751208003816,0.107595441141309,0.132138380174607,0.101614824886747,0.0734784043816957,0.14102494650451,0.116745859443463,0.112721800420007,0.138581219209759,0.0727808747551967,0.0948127194176331,0.0781411737207488,0.0928509281309388,0.143853515398543,0.0967843502306671,0.120312829419619,0.148256222136413,0.118244758834711,0.118548826832385,0.143084925159561,0.08604913736289,0.0705485726849646,0.108146164597777,0.13401116020973,0.0605972941437402,0.110190277984243,0.125657646003107,0.18363763011508,0.139821104310983,0.170463140671068,0.133859390597519,0.157494199535963,0.0816002223992066,0.142935999537035,0.127943361916981,0.0743166249140932,0.0913365590992959,0.0877222525249937,0.0994942342706858,0.0505192782676837,0.0694051870636322,0.067902371439884,0.103622567691532,0.122884127106255,0.139333440669779,0.0639781835897358,0.130880513265057,0.073015379835327,0.0735013035327201,0.150129103651789,0.138977355367756,0.08011314434319,0.12291591522075,0.0736725575457773,0.0585384015318063,0.117940790128843,0.0942534032714902,0.0533258585547408,0.105256552149059,0.116398750504536,0.0917737725500562,0.0733156999582367,0.116694558518629,0.155967534217856,0.106409150363176,0.09522162578124,0.0868988480079162
"H2AX-K9[un]",0.0839576531863901,0.113336854230691,0.0642243970309134,0.121800217966364,0.109274475220853,0.161134219095382,0.0753269682817467,0.13361726532128,0.109536684691902,0.103220434823261,0.133688364958723,0.127495846328738,0.105092904756621,0.100672485560409,0.113531600751783,0.0902263243723899,0.0904382242833074,0.0651859044197285,0.121751208003816,0.107595441141309,0.132138380174607,0.101614824886747,0.0734784043816957,0.14102494650451,0.116745859443463,0.112721800420007,0.138581219209759,0.0727808747551967,0.0948127194176331,0.0781411737207488,0.0928509281309388,0.143853515398543,0.0967843502306671,0.120312829419619,0.148256222136413,0.118244758834711,0.118548826832385,0.143084925159561,0.08604913736289,0.0705485726849646,0.108146164597777,0.13401116020973,0.0605972941437402,0.110190277984243,0.125657646003107,0.18363763011508,0.139821104310983,0.170463140671068,0.133859390597519,0.157494199535963,0.0816002223992066,0.142935999537035,0.127943361916981,0.0743166249140932,0.0913365590992959,0.0877222525249937,0.0994942342706858,0.0505192782676837,0.0694051870636322,0.067902371439884,0.103622567691532,0.122884127106255,0.139333440669779,0.0639781835897358,0.130880513265057,0.073015379835327,0.0735013035327201,0.150129103651789,0.138977355367756,0.08011314434319,0.12291591522075,0.0736725575457773,0.0585384015318063,0.117940790128843,0.0942534032714902,0.0533258585547408,0.105256552149059,0.116398750504536,0.0917737725500562,0.0733156999582367,0.116694558518629,0.155967534217856,0.106409150363176,0.09522162578124,0.0868988480079162
"H31-K14[ac]",0.381013956166625,0.354851378105097,0.354087118640107,0.369124377492914,0.375969386363242,0.347444608941022,0.378164958422894,0.365635425605019,0.366279712548369,0.318794309181322,0.326151059864425,0.3614473161612,0.375740927424401,0.411367289359772,0.412764076891591,0.417916878512199,0.396026409370157,0.425384440056085,0.531797686293309,0.566084856040831,0.563088306836262,0.541660316990974,0.489185920922457,0.597122388691627,0.532457149374874,0.53171734161676,0.559014308921148,0.443342979752774,0.410757425481013,0.438765861663089,0.425452633641171,0.469142519358529,0.450746507269675,0.349252094053388,0.425203437454386,0.435782182947218,0.429021654580584,0.361212719188423,0.485576037573674,0.418778148920454,0.404567949177078,0.388589236859591,0.490302529291131,0.411030507281834,0.399614008396022,0.383238368448694,0.451832282164415,0.434059010255087,0.392471187787272,0.465836816603608,0.375010710384074,0.362975077066604,0.428998777410712,0.510578288126437,0.441769463834915,0.433366517353838,0.428575778621278,0.458966590315979,0.418089859683442,0.425456348587047,0.45906472739068,0.412261995430312,0.418194778091149,0.453111518537671,0.444495954535809,0.406924719991771,0.421872778915845,0.400987586829799,0.502564458981422,0.451864441930368,0.389125483455092,0.436046222618821,0.454840540532634,0.527475151922369,0.446395517283007,0.425413891357527,0.441728259925746,0.431767671318863,0.406595419083549,0.503836382835178,0.446958127557997,0.46909158621757,0.468481447539888,0.456971636174016,0.375724434128466
"H31-K14[ub]",0.00430016281352548,0.0122921753754531,0.0529823937307608,0.0281393249526475,0.0775471889965503,0.0125333738247985,0.00742419817861799,0.0286573215266973,0.0525326044673751,0.0836216209124029,0.00329018840984573,0.0274614163237966,0.0782467412207421,0.048061283634814,3.51590610884946e-05,0.000695652541829062,0.00096662526827824,0.00550872632739073,0.014968634790219,0.01146764327736,0.0145997912089624,0.00862797723972964,0.0019336118206572,0.012552562955265,0.0131427593768864,0.00772954068125762,0.0147936702356794,0.000770979091479403,0.0048812375008394,0.000464262407031337,0.000674584008442818,0.0214402020207961,0.00949073574771899,0.142890001831776,0.0612310246679317,0.0343276809171244,0.0238988281936115,0.0160614755801428,0.0075873853962017,0.0123394408455952,0.0173444152280376,0.0195649031737465,0.0044592467767833,0.027377660247071,0.0199400098394266,0.0528000993884224,0.0087323714912162,0.0191150261927764,0.0139357941863808,0.00771333481984326,0.0178488550599425,0.0115246440574941,0.0117155516578038,0.00418608741535485,0.00257914187345561,0.00602074749219473,0.00563799922468727,0.0121683908153878,0.0018755161906955,0.00148238710035014,0.0382888798248406,0.0313908427041799,0.0233771633728455,0.00929863274674356,0.0280483979592778,0.0344832176591252,0.00511781393430257,0.0296751421661547,0.00643951536264117,0.0141509872920957,0.0309357541899441,0.0143187789391494,0.0033717463744584,0.0451287712057117,0.111298338095046,0.00368951963865246,0.059534741755625,0.0320520993732775,0.0316844190058273,0.00983060426240723,0.0166648653982604,0.01164536942096,0.0389023621382478,0.00194827631322754,0.00217074688364384
"H31-K14[un]",0.614685881019849,0.63285644651945,0.592930487629132,0.602736297554439,0.546483424640208,0.64002201723418,0.614410843398488,0.605707252868284,0.581187682984256,0.597584069906276,0.670558751725729,0.611091267515003,0.546012331354857,0.540571427005414,0.587200764047321,0.581387468945972,0.603006965361565,0.569106833616525,0.453233678916471,0.422447500681809,0.422311901954776,0.449711705769296,0.508880467256886,0.390325048353108,0.454400091248239,0.460553117701982,0.426192020843173,0.555886041155747,0.584361337018148,0.560769875929879,0.573872782350387,0.509417278620675,0.539762756982606,0.507857904114836,0.513565537877682,0.529890136135658,0.547079517225805,0.622725805231434,0.506836577030124,0.568882410233951,0.578087635594885,0.591845859966662,0.505238223932086,0.561591832471095,0.580445981764552,0.563961532162884,0.539435346344368,0.546825963552137,0.593593018026347,0.526449848576549,0.607140434555983,0.625500278875902,0.559285670931484,0.485235624458208,0.555651394291629,0.560612735153967,0.565786222154034,0.528865018868633,0.580034624125863,0.573061264312603,0.50264639278448,0.556347161865508,0.558428058536006,0.537589848715585,0.527455647504913,0.558592062349104,0.573009407149852,0.569337271004047,0.490996025655937,0.533984570777537,0.579938762354963,0.54963499844203,0.541787713092908,0.427396076871919,0.442306144621947,0.570896589003821,0.498736998318629,0.536180229307859,0.561720161910624,0.486333012902415,0.536377007043743,0.51926304436147,0.492616190321865,0.541080087512756,0.62210481898789
"H31-K18[ac]",0.158865798742649,0.119925094594626,0.0863357922436478,0.18966144744382,0.160447749592539,0.123167856858109,0.0478357111418849,0.158555342914035,0.0467358624505434,0.0552197333545503,0.176133238650208,0.0483707394505931,0.0648452817156859,0.214849986669762,0.100257274894775,0.0983688400788697,0.197432736408326,0.142971076078919,0.0742957328437125,0.104442909603168,0.0874758005037193,0.0897397061120271,0.103776501740502,0.218456988410432,0.172942163463363,0.1573429652482,0.199156472038422,0.101558526212622,0.188788083567994,0.105411102383869,0.172041311679174,0.0416393469383313,0.385044341005822,0.215910116107091,0.0759694466194166,0.626251282103495,0.456172797501005,0.273369765435999,0.0714374410781012,0.431409004878378,0.138222859416404,0.297647268646845,0.0552578170565248,0.486438432463926,0.220938222583361,0.457235319361488,0.0643233276419568,0.234402606861644,0.219491153901572,0.0663933611691726,0.0989532645403262,0.126483318905241,0.0354226387551964,0.0681583158436462,0.0528817400610658,0.0366588567511434,0.0352060495737873,0.0378828859841518,0.115986675333461,0.0925797851773341,0.268173182945652,0.181570147155534,0.192344936130516,0.17429333117954,0.188311803277633,0.181433419099825,0.0930896623749767,0.176359603156901,0.191367235832715,0.111361124736927,0.127089883010899,0.0811413201599414,0.0937639463928276,0.222550770987333,0.0904062944135467,0.0470867855582476,0.182060666531277,0.109476828712578,0.0682358807749967,0.210821925474199,0.113712210850256,0.13074397019021,0.113130433966771,0.270792742740252,0.231895260133951
"H31-K18[un]",0.841134201257351,0.880074905405374,0.913664207756352,0.81033855255618,0.839552250407461,0.876832143141891,0.952164288858115,0.841444657085965,0.953264137549457,0.94478026664545,0.823866761349792,0.951629260549407,0.935154718284314,0.785150013330238,0.899742725105225,0.90163115992113,0.802567263591674,0.857028923921081,0.925704267156288,0.895557090396833,0.912524199496281,0.910260293887973,0.896223498259498,0.781543011589568,0.827057836536637,0.8426570347518,0.800843527961578,0.898441473787378,0.811211916432006,0.894588897616131,0.827958688320826,0.958360653061669,0.614955658994178,0.784089883892909,0.924030553380583,0.373748717896505,0.543827202498995,0.726630234564001,0.928562558921899,0.568590995121622,0.861777140583596,0.702352731353155,0.944742182943475,0.513561567536074,0.779061777416639,0.542764680638512,0.935676672358043,0.765597393138356,0.780508846098428,0.933606638830827,0.901046735459674,0.873516681094759,0.964577361244804,0.931841684156354,0.947118259938934,0.963341143248857,0.964793950426213,0.962117114015848,0.884013324666539,0.907420214822666,0.731826817054348,0.818429852844466,0.807655063869484,0.82570666882046,0.811688196722367,0.818566580900175,0.906910337625023,0.823640396843099,0.808632764167285,0.888638875263073,0.872910116989101,0.918858679840059,0.906236053607172,0.777449229012667,0.909593705586453,0.952913214441752,0.817939333468723,0.890523171287422,0.931764119225003,0.789178074525801,0.886287789149744,0.86925602980979,0.886869566033229,0.729207257259748,0.768104739866049
