"ptm","replicate","multiplier","CV"
"H2A1A-K5[ac];K9[un]","3","4",0.105041102561716
"H2A1A-K5[ac];K9[un]","3","8",0.045339888649323
"H2A1A-K5[un];K9[un]","1","1",0.00219758569734806
"H2A1A-K5[un];K9[un]","1","2",0.000922940377052582
"H2A1A-K5[un];K9[un]","1","4",0.0019987077928341
"H2A1A-K5[un];K9[un]","1","8",0.00242626974575404
"H2A1A-K5[un];K9[un]","2","1",0.00862586588340301
"H2A1A-K5[un];K9[un]","2","2",0.0026219008634625
"H2A1A-K5[un];K9[un]","2","4",0.00216310387909809
"H2A1A-K5[un];K9[un]","2","8",0.0117833910349815
"H2A1A-K5[un];K9[un]","3","1",0.00984951687122094
"H2A1A-K5[un];K9[un]","3","2",0.00358232777739763
"H2A1A-K5[un];K9[un]","3","4",0.00467724319908803
"H2A1A-K5[un];K9[un]","3","8",0.00188240142968505
"H2A1B-K13[un];K15[ac]","1","1",0.0336720790915419
"H2A1B-K13[un];K15[ac]","1","2",0.00641053526054923
"H2A1B-K13[un];K15[ac]","1","4",0.0130949381781284
"H2A1B-K13[un];K15[ac]","1","8",0.0438608024867242
"H2A1B-K13[un];K15[ac]","2","1",0.116711099611882
"H2A1B-K13[un];K15[ac]","2","2",0.06775883058989
"H2A1B-K13[un];K15[ac]","2","4",0.0407465894331287
"H2A1B-K13[un];K15[ac]","2","8",0.0458324375575191
"H2A1B-K13[un];K15[ac]","3","1",0.0387761821520554
"H2A1B-K13[un];K15[ac]","3","2",0.0315322354919413
"H2A1B-K13[un];K15[ac]","3","4",0.0108078408221308
"H2A1B-K13[un];K15[ac]","3","8",0.00735130788718554
"H2A1B-K13[un];K15[un]","1","1",0.00902938255433854
"H2A1B-K13[un];K15[un]","1","2",0.00172683509155753
"H2A1B-K13[un];K15[un]","1","4",0.0034050764406141
"H2A1B-K13[un];K15[un]","1","8",0.0119169204885845
"H2A1B-K13[un];K15[un]","2","1",0.0344261671656615
"H2A1B-K13[un];K15[un]","2","2",0.0211822774170655
"H2A1B-K13[un];K15[un]","2","4",0.0112046412460209
"H2A1B-K13[un];K15[un]","2","8",0.0130759992945059
"H2A1B-K13[un];K15[un]","3","1",0.0114277632934636
"H2A1B-K13[un];K15[un]","3","2",0.0091966284933643
"H2A1B-K13[un];K15[un]","3","4",0.00305814259925144
"H2A1B-K13[un];K15[un]","3","8",0.00200143769534613
"H2AJ-K5[ac];K9[ac]","1","1",0.00128074153957608
"H2AJ-K5[ac];K9[ac]","1","2",0.000740248385688929
"H2AJ-K5[ac];K9[ac]","1","4",0.000236105455257184
"H2AJ-K5[ac];K9[ac]","1","8",0.00113172872094562
"H2AJ-K5[ac];K9[ac]","2","1",0.00188223287462076
"H2AJ-K5[ac];K9[ac]","2","2",0.00160650903807307
"H2AJ-K5[ac];K9[ac]","2","4",0.00200097438388498
"H2AJ-K5[ac];K9[ac]","2","8",0.00401261504672114
"H2AJ-K5[ac];K9[ac]","3","1",0.00532240083917084
"H2AJ-K5[ac];K9[ac]","3","2",0.00243025271582891
"H2AJ-K5[ac];K9[ac]","3","4",0.0015319251300396
"H2AJ-K5[ac];K9[ac]","3","8",0.000286578566793066
"H2AJ-K5[ac];K9[hib]","1","1",0.438347806719648
"H2AJ-K5[ac];K9[hib]","1","2",0.201957122146805
"H2AJ-K5[ac];K9[hib]","1","4",0.00698707110115865
"H2AJ-K5[ac];K9[hib]","1","8",0.122725068156508
"H2AJ-K5[ac];K9[hib]","2","1",0.358563009532199
"H2AJ-K5[ac];K9[hib]","2","2",0.290330259127153
"H2AJ-K5[ac];K9[hib]","2","4",0.267747275140363
"H2AJ-K5[ac];K9[hib]","2","8",0.0424622907286982
"H2AJ-K5[ac];K9[hib]","3","1",0.516392010283411
"H2AJ-K5[ac];K9[hib]","3","2",0.226999821604695
"H2AJ-K5[ac];K9[hib]","3","4",0.421614543988295
"H2AJ-K5[ac];K9[hib]","3","8",0.20361550346358
"H2AJ-K5[un];K9[un]","1","1",0.13712206106647
"H2AJ-K5[un];K9[un]","1","2",0.0201745715126434
"H2AJ-K5[un];K9[un]","1","4",0.0550940646992926
"H2AJ-K5[un];K9[un]","1","8",0.134355310972158
"H2AJ-K5[un];K9[un]","2","1",0.157939653435705
"H2AJ-K5[un];K9[un]","2","2",0.530905820014641
"H2AJ-K5[un];K9[un]","2","4",0.353862295348674
"H2AJ-K5[un];K9[un]","2","8",0.543691637636695
"H2AJ-K5[un];K9[un]","3","1",0.335194736503959
"H2AJ-K5[un];K9[un]","3","2",0.251051579942379
"H2AJ-K5[un];K9[un]","3","4",0.142462105064288
"H2AJ-K5[un];K9[un]","3","8",0.0218465944759446
"H31-K18[ac];K23[ac]","1","1",0.0301331752743352
"H31-K18[ac];K23[ac]","1","2",0.0329675779974502
"H31-K18[ac];K23[ac]","1","4",0.0361694331029049
"H31-K18[ac];K23[ac]","1","8",0.0319099653222423
"H31-K18[ac];K23[ac]","2","1",0.271906826972667
"H31-K18[ac];K23[ac]","2","2",0.374213913476986
"H31-K18[ac];K23[ac]","2","4",0.203488615001471
"H31-K18[ac];K23[ac]","2","8",0.151570086369321
"H31-K18[ac];K23[ac]","3","1",0.130480402424298
"H31-K18[ac];K23[ac]","3","2",0.201081532484204
"H31-K18[ac];K23[ac]","3","4",0.056449485998861
"H31-K18[ac];K23[ac]","3","8",0.198204333760157
"H31-K18[ac];K23[un]","1","1",0.103581933048506
"H31-K18[ac];K23[un]","1","2",0.0185694946178256
"H31-K18[ac];K23[un]","1","4",0.118336574008342
"H31-K18[ac];K23[un]","1","8",0.00845082427438754
"H31-K18[ac];K23[un]","2","1",0.290084653316696
"H31-K18[ac];K23[un]","2","2",0.182887370079701
"H31-K18[ac];K23[un]","2","4",0.161388922375873
"H31-K18[ac];K23[un]","2","8",0.245214979404878
"H31-K18[ac];K23[un]","3","1",0.249378927180304
"H31-K18[ac];K23[un]","3","2",0.370183168582423
"H31-K18[ac];K23[un]","3","4",0.1648999256108
"H31-K18[ac];K23[un]","3","8",0.475432842034322
"H31-K18[un];K23[ac]","1","1",0.0216397216882922
"H31-K18[un];K23[ac]","1","2",0.00894417698426508
"H31-K18[un];K23[ac]","1","4",0.0060550693851098
"H31-K18[un];K23[ac]","1","8",0.0096941323678683
"H31-K18[un];K23[ac]","2","1",0.0832790929594054
"H31-K18[un];K23[ac]","2","2",0.66504221623183
"H31-K18[un];K23[ac]","2","4",0.305164314050894
"H31-K18[un];K23[ac]","2","8",0.0815917636932015
"H31-K18[un];K23[ac]","3","1",0.0622656681654813
"H31-K18[un];K23[ac]","3","2",0.0760577094885629
"H31-K18[un];K23[ac]","3","4",0.0949383751054623
"H31-K18[un];K23[ac]","3","8",0.0707456865337383
"H31-K18[un];K23[su]","1","1",0.0955165464951208
"H31-K18[un];K23[su]","1","2",0.0509572443047945
"H31-K18[un];K23[su]","1","4",0.0658846391480093
"H31-K18[un];K23[su]","1","8",0.0251279195569206
"H31-K18[un];K23[su]","2","1",0.31584143048676
"H31-K18[un];K23[su]","2","2",1.01538559746414
"H31-K18[un];K23[su]","2","4",1.16226236779615
"H31-K18[un];K23[su]","3","1",0.340755577845654
"H31-K18[un];K23[su]","3","2",0.262937130788962
"H31-K18[un];K23[su]","3","4",0.398249793562676
"H31-K18[un];K23[su]","3","8",0.558990886524467
"H31-K18[un];K23[un]","1","1",0.00458920960725019
"H31-K18[un];K23[un]","1","2",0.00218926999958553
"H31-K18[un];K23[un]","1","4",0.00546844598572926
"H31-K18[un];K23[un]","1","8",0.00158536193375838
"H31-K18[un];K23[un]","2","1",0.0263882844280365
"H31-K18[un];K23[un]","2","2",0.349331951304468
"H31-K18[un];K23[un]","2","4",0.093708699829148
"H31-K18[un];K23[un]","2","8",0.0213661346828062
"H31-K18[un];K23[un]","3","1",0.0372902027967226
"H31-K18[un];K23[un]","3","2",0.0312291921280038
"H31-K18[un];K23[un]","3","4",0.0215688193335338
"H31-K18[un];K23[un]","3","8",0.0116327327402075
"H31-K27[hib];K36[un];K37[un]","1","1",0.310020426494588
"H31-K27[hib];K36[un];K37[un]","1","2",0.0979995395038849
"H31-K27[hib];K36[un];K37[un]","1","4",0.0398133331597931
"H31-K27[hib];K36[un];K37[un]","1","8",0.0274827274123995
"H31-K27[hib];K36[un];K37[un]","2","1",0.157011638017
"H31-K27[hib];K36[un];K37[un]","2","2",0.72259766481513
"H31-K27[hib];K36[un];K37[un]","2","4",0.113173219650366
"H31-K27[hib];K36[un];K37[un]","2","8",0.204026310412565
"H31-K27[hib];K36[un];K37[un]","3","1",0.304969409668032
"H31-K27[hib];K36[un];K37[un]","3","2",0.250529786226255
"H31-K27[hib];K36[un];K37[un]","3","4",0.382042557868142
"H31-K27[hib];K36[un];K37[un]","3","8",0.166075040423592
"H31-K27[me2];K36[me];K37[un]","1","1",0.0736817854890831
"H31-K27[me2];K36[me];K37[un]","1","2",0.0522459663402242
"H31-K27[me2];K36[me];K37[un]","1","4",0.0485280035266697
"H31-K27[me2];K36[me];K37[un]","1","8",0.199624899112122
"H31-K27[me2];K36[me];K37[un]","2","1",0.250564186630451
"H31-K27[me2];K36[me];K37[un]","2","2",0.0881901627492729
"H31-K27[me2];K36[me];K37[un]","2","4",0.0851649794363752
"H31-K27[me2];K36[me];K37[un]","2","8",0.487054106332687
"H31-K27[me2];K36[me];K37[un]","3","1",1.06119151651658
"H31-K27[me2];K36[me];K37[un]","3","2",0.105001613357522
"H31-K27[me2];K36[me];K37[un]","3","4",0.282950405196197
"H31-K27[me2];K36[me];K37[un]","3","8",1.53165134907876
"H31-K27[me2];K36[un];K37[un]","1","1",0.556274518082424
"H31-K27[me2];K36[un];K37[un]","1","2",0.0195113464839813
"H31-K27[me2];K36[un];K37[un]","1","4",0.0225755407490599
"H31-K27[me2];K36[un];K37[un]","1","8",0.0767306666192154
"H31-K27[me2];K36[un];K37[un]","2","1",0.073177173159833
"H31-K27[me2];K36[un];K37[un]","2","2",0.119128208362581
"H31-K27[me2];K36[un];K37[un]","2","4",0.0443294052956177
"H31-K27[me2];K36[un];K37[un]","2","8",0.165227481156373
"H31-K27[me2];K36[un];K37[un]","3","1",0.1886529268694
"H31-K27[me2];K36[un];K37[un]","3","2",0.293531653699673
"H31-K27[me2];K36[un];K37[un]","3","4",0.135395873768215
"H31-K27[me2];K36[un];K37[un]","3","8",0.303974897180722
"H31-K27[me3];K36[un];K37[un]","1","1",0.202339485537601
"H31-K27[me3];K36[un];K37[un]","1","2",0.00225468963571955
"H31-K27[me3];K36[un];K37[un]","1","4",0.0465165187159747
"H31-K27[me3];K36[un];K37[un]","1","8",0.0283599065048312
"H31-K27[me3];K36[un];K37[un]","2","1",0.224115847297726
"H31-K27[me3];K36[un];K37[un]","2","2",0.272179960751414
"H31-K27[me3];K36[un];K37[un]","2","4",0.0374436106473301
"H31-K27[me3];K36[un];K37[un]","2","8",1.81375164887368
"H31-K27[me3];K36[un];K37[un]","3","1",0.329909253708863
"H31-K27[me3];K36[un];K37[un]","3","2",0.300215570171914
"H31-K27[me3];K36[un];K37[un]","3","4",0.155147945841801
"H31-K27[me3];K36[un];K37[un]","3","8",0.515084140398404
"H31-K27[un];K36[un];K37[un]","1","1",0.320709173730265
"H31-K27[un];K36[un];K37[un]","1","2",0.0293106115006939
"H31-K27[un];K36[un];K37[un]","1","4",0.0111081645462637
"H31-K27[un];K36[un];K37[un]","1","8",0.128266161383384
"H31-K27[un];K36[un];K37[un]","2","1",0.170267027207352
"H31-K27[un];K36[un];K37[un]","2","2",0.126723676231634
"H31-K27[un];K36[un];K37[un]","2","4",0.0959094127131843
"H31-K27[un];K36[un];K37[un]","2","8",0.497448630194682
"H31-K27[un];K36[un];K37[un]","3","1",0.053195931068779
"H31-K27[un];K36[un];K37[un]","3","2",0.0942426026057171
"H31-K27[un];K36[un];K37[un]","3","4",0.283868642036822
"H31-K27[un];K36[un];K37[un]","3","8",0.35381566579449
"H31-K4[me]","1","1",0.0636937302088065
"H31-K4[me]","1","2",0.0141895954663655
"H31-K4[me]","1","4",0.00420264796561444
"H31-K4[me]","1","8",0.0117972519284398
"H31-K4[me]","2","1",0.216786889104923
"H31-K4[me]","2","2",0.131902508425568
"H31-K4[me]","2","4",0.02253675952041
"H31-K4[me]","2","8",0.178084282493815
"H31-K4[me]","3","1",0.504231949567277
"H31-K4[me]","3","2",0.219784507717344
"H31-K4[me]","3","4",0.10518607674106
"H31-K4[me]","3","8",0.155107255655454
"H31-K4[un]","1","1",0.00316880561305264
"H31-K4[un]","1","2",0.000619266653858312
"H31-K4[un]","1","4",0.000175558276383687
"H31-K4[un]","1","8",0.000519650304742979
"H31-K4[un]","2","1",0.0180844463459413
"H31-K4[un]","2","2",0.00623989010911173
"H31-K4[un]","2","4",0.000908287897604528
"H31-K4[un]","2","8",0.00603566584677442
"H31-K4[un]","3","1",0.0335665217991117
"H31-K4[un]","3","2",0.0116235997963815
"H31-K4[un]","3","4",0.00510307297629947
"H31-K4[un]","3","8",0.00567726839831198
"H31-K79[me]","1","1",0.149991294987747
"H31-K79[me]","1","2",0.117611858324051
"H31-K79[me]","1","4",0.174922659537495
"H31-K79[me]","1","8",0.0651541368274445
"H31-K79[me]","2","1",0.353004639932751
"H31-K79[me]","2","2",0.585929787849467
"H31-K79[me]","2","4",0.240443070756648
"H31-K79[me]","2","8",0.239599066340917
"H31-K79[me]","3","1",0.239361750142187
"H31-K79[me]","3","2",0.180603356848709
"H31-K79[me]","3","4",0.509263402991271
"H31-K79[me]","3","8",0.479295383006523
"H31-K79[un]","1","1",0.179672609835658
"H31-K79[un]","1","2",0.21372028907652
"H31-K79[un]","1","4",0.199062576453076
"H31-K79[un]","1","8",0.0195040921696128
"H31-K79[un]","2","1",0.435857984425942
"H31-K79[un]","2","2",0.35314708607893
"H31-K79[un]","2","4",0.203581190644976
"H31-K79[un]","2","8",0.305749921879919
"H31-K79[un]","3","1",0.283928763079283
"H31-K79[un]","3","2",0.26099428839978
"H31-K79[un]","3","4",0.61089489309459
"H31-K79[un]","3","8",0.225038600418695
"H31-K9[ac];K14[ac]","1","1",0.268804343875998
"H31-K9[ac];K14[ac]","1","2",0.148606704877544
"H31-K9[ac];K14[ac]","1","4",0.250124830235644
"H31-K9[ac];K14[ac]","1","8",0.0554171720189149
"H31-K9[ac];K14[ac]","2","1",0.273043717731908
"H31-K9[ac];K14[ac]","2","2",0.101529969244343
"H31-K9[ac];K14[ac]","2","4",0.0749580209441714
"H31-K9[ac];K14[ac]","2","8",0.196417597863972
"H31-K9[ac];K14[ac]","3","1",0.321822840055364
"H31-K9[ac];K14[ac]","3","2",0.61531299551242
"H31-K9[ac];K14[ac]","3","4",0.145223655267808
"H31-K9[ac];K14[ac]","3","8",0.274237878617455
"H31-K9[me2];K14[ac]","1","1",0.0407052410116756
"H31-K9[me2];K14[ac]","1","2",0.0217161744416198
"H31-K9[me2];K14[ac]","1","4",0.0105610105513065
"H31-K9[me2];K14[ac]","1","8",0.0175429056940169
"H31-K9[me2];K14[ac]","2","1",0.0384207916343656
"H31-K9[me2];K14[ac]","2","2",0.0545510462531012
"H31-K9[me2];K14[ac]","2","4",0.0482197553403161
"H31-K9[me2];K14[ac]","2","8",0.00831449759491892
"H31-K9[me2];K14[ac]","3","1",0.389400666529643
"H31-K9[me2];K14[ac]","3","2",0.191961200540219
"H31-K9[me2];K14[ac]","3","4",0.137070755180921
"H31-K9[me2];K14[ac]","3","8",0.0867865624184999
"H31-K9[me2];K14[un]","1","1",0.0128440278598439
"H31-K9[me2];K14[un]","1","2",0.0050280401337569
"H31-K9[me2];K14[un]","1","4",0.0161344708861675
"H31-K9[me2];K14[un]","1","8",0.0552551760311519
"H31-K9[me2];K14[un]","2","1",0.0399510553878032
"H31-K9[me2];K14[un]","2","2",0.0131126635793499
"H31-K9[me2];K14[un]","2","4",0.0026021115036082
"H31-K9[me2];K14[un]","2","8",0.00153760227286989
"H31-K9[me2];K14[un]","3","1",0.0565535363911784
"H31-K9[me2];K14[un]","3","2",0.0739420324518475
"H31-K9[me2];K14[un]","3","4",0.0126215723784505
"H31-K9[me2];K14[un]","3","8",0.0190984770190873
"H31-K9[me3];K14[ac]","1","1",0.045041002148224
"H31-K9[me3];K14[ac]","1","2",0.0125154600020474
"H31-K9[me3];K14[ac]","1","4",0.063890313618568
"H31-K9[me3];K14[ac]","1","8",0.717070697372495
"H31-K9[me3];K14[ac]","2","1",0.0402038663578769
"H31-K9[me3];K14[ac]","2","2",0.155268085154858
"H31-K9[me3];K14[ac]","2","4",0.0921037718590777
"H31-K9[me3];K14[ac]","2","8",0.157304269648082
"H31-K9[me3];K14[ac]","3","1",0.311976485331007
"H31-K9[me3];K14[ac]","3","2",0.159859594627239
"H31-K9[me3];K14[ac]","3","4",0.0489068613585865
"H31-K9[me3];K14[ac]","3","8",0.0935335005536313
"H31-K9[me3];K14[un]","1","1",0.0246806629243007
"H31-K9[me3];K14[un]","1","2",0.00201373664840145
"H31-K9[me3];K14[un]","1","4",0.00351524028538362
"H31-K9[me3];K14[un]","1","8",0.0479915926982556
"H31-K9[me3];K14[un]","2","1",0.0625636906766679
"H31-K9[me3];K14[un]","2","2",0.0403858007843224
"H31-K9[me3];K14[un]","2","4",0.0303335934411656
"H31-K9[me3];K14[un]","2","8",0.02453756006318
"H31-K9[me3];K14[un]","3","1",0.0492199604881941
"H31-K9[me3];K14[un]","3","2",0.0179492066891933
"H31-K9[me3];K14[un]","3","4",0.0239778210496876
"H31-K9[me3];K14[un]","3","8",0.0125196151881134
"H31-K9[me];K14[ac]","1","1",0.036675555902108
"H31-K9[me];K14[ac]","1","2",0.0294725039825069
"H31-K9[me];K14[ac]","1","4",0.0153096898796212
"H31-K9[me];K14[ac]","1","8",0.0577894814927929
"H31-K9[me];K14[ac]","2","1",0.0969544756264523
"H31-K9[me];K14[ac]","2","2",0.135450165236974
"H31-K9[me];K14[ac]","2","4",0.0467614294664569
"H31-K9[me];K14[ac]","2","8",0.0398070776977681
"H31-K9[me];K14[ac]","3","1",0.379534060432081
"H31-K9[me];K14[ac]","3","2",0.677635774300088
"H31-K9[me];K14[ac]","3","4",0.577265888434428
"H31-K9[me];K14[ac]","3","8",0.250892819331772
"H31-K9[me];K14[un]","1","1",0.0448557533714199
"H31-K9[me];K14[un]","1","2",0.0276041267894792
"H31-K9[me];K14[un]","1","4",0.00090358348540855
"H31-K9[me];K14[un]","1","8",0.039984480756286
"H31-K9[me];K14[un]","2","1",0.108428613506934
"H31-K9[me];K14[un]","2","2",0.22969681455406
"H31-K9[me];K14[un]","2","4",0.121422927585863
"H31-K9[me];K14[un]","2","8",0.0799120358427586
"H31-K9[me];K14[un]","3","1",0.136813336597017
"H31-K9[me];K14[un]","3","2",0.105715519286743
"H31-K9[me];K14[un]","3","4",0.0178242274865616
"H31-K9[me];K14[un]","3","8",0.0217824939427223
"H31-K9[un];K14[ac]","1","1",0.0507464863784458
"H31-K9[un];K14[ac]","1","2",0.0046905796082163
"H31-K9[un];K14[ac]","1","4",0.000407683207333209
"H31-K9[un];K14[ac]","1","8",0.00643807045724333
"H31-K9[un];K14[ac]","2","1",0.0606254390480819
"H31-K9[un];K14[ac]","2","2",0.0125291265895016
"H31-K9[un];K14[ac]","2","4",0.0645566499016105
"H31-K9[un];K14[ac]","2","8",0.0440276298251962
"H31-K9[un];K14[ac]","3","1",0.165999708730512
"H31-K9[un];K14[ac]","3","2",0.0940302414401849
"H31-K9[un];K14[ac]","3","4",0.00473075727087632
"H31-K9[un];K14[ac]","3","8",0.0339331559401899
"H31-K9[un];K14[ub]","1","1",0.0221914468980636
"H31-K9[un];K14[ub]","1","2",0.0262139424667964
"H31-K9[un];K14[ub]","1","4",0.00176597497838706
"H31-K9[un];K14[ub]","1","8",0.00636089141526256
"H31-K9[un];K14[ub]","2","1",0.203618312309664
"H31-K9[un];K14[ub]","2","2",0.466223525842444
"H31-K9[un];K14[ub]","2","4",0.802646138559084
"H31-K9[un];K14[ub]","3","1",0.321297431381371
"H31-K9[un];K14[ub]","3","2",0.215980634497828
"H31-K9[un];K14[ub]","3","4",0.183823637172511
"H31-K9[un];K14[ub]","3","8",0.440028579904588
"H31-K9[un];K14[un]","1","1",0.0223058263396619
"H31-K9[un];K14[un]","1","2",0.0112790527030979
"H31-K9[un];K14[un]","1","4",0.0250379948507436
"H31-K9[un];K14[un]","1","8",0.0278391058444803
"H31-K9[un];K14[un]","2","1",0.0290731889475636
"H31-K9[un];K14[un]","2","2",0.0694112654465792
"H31-K9[un];K14[un]","2","4",0.0287289752636537
"H31-K9[un];K14[un]","2","8",0.0582291893594442
"H31-K9[un];K14[un]","3","1",0.115123612726459
"H31-K9[un];K14[un]","3","2",0.0373165148816845
"H31-K9[un];K14[un]","3","4",0.0783821798936854
"H31-K9[un];K14[un]","3","8",0.0435690741998841
"H4-K5[ac];K8[ac];K12[ac];K16[ac]","1","1",0.181075876171549
"H4-K5[ac];K8[ac];K12[ac];K16[ac]","1","2",0.0164939660169298
"H4-K5[ac];K8[ac];K12[ac];K16[ac]","1","4",0.11445670164181
"H4-K5[ac];K8[ac];K12[ac];K16[ac]","1","8",0.0543981909602747
"H4-K5[ac];K8[ac];K12[ac];K16[ac]","2","1",0.0563655696048802
"H4-K5[ac];K8[ac];K12[ac];K16[ac]","2","2",0.705309591928626
"H4-K5[ac];K8[ac];K12[ac];K16[ac]","2","4",0.610116085414916
"H4-K5[ac];K8[ac];K12[ac];K16[ac]","2","8",0.550050578954328
"H4-K5[ac];K8[ac];K12[ac];K16[ac]","3","1",0.354873397896658
"H4-K5[ac];K8[ac];K12[ac];K16[ac]","3","2",0.2777990748259
"H4-K5[ac];K8[ac];K12[ac];K16[ac]","3","4",0.455751477992776
"H4-K5[ac];K8[ac];K12[ac];K16[ac]","3","8",0.617307090897768
"H4-K5[ac];K8[ac];K12[ac];K16[un]","1","1",0.240618662083971
"H4-K5[ac];K8[ac];K12[ac];K16[un]","1","2",0.233800331943746
"H4-K5[ac];K8[ac];K12[ac];K16[un]","1","4",0.176753039676974
"H4-K5[ac];K8[ac];K12[ac];K16[un]","1","8",0.126677479433871
"H4-K5[ac];K8[ac];K12[ac];K16[un]","2","1",0.560286436797783
"H4-K5[ac];K8[ac];K12[ac];K16[un]","2","2",0.203270825795531
"H4-K5[ac];K8[ac];K12[ac];K16[un]","2","4",0.354197714053918
"H4-K5[ac];K8[ac];K12[ac];K16[un]","2","8",0.309747712012137
"H4-K5[ac];K8[ac];K12[ac];K16[un]","3","1",0.398588552877749
"H4-K5[ac];K8[ac];K12[ac];K16[un]","3","2",0.243524370126801
"H4-K5[ac];K8[ac];K12[ac];K16[un]","3","4",0.504030161069808
"H4-K5[ac];K8[ac];K12[ac];K16[un]","3","8",0.357265943108799
"H4-K5[ac];K8[ac];K12[un];K16[ac]","1","1",0.247163997008974
"H4-K5[ac];K8[ac];K12[un];K16[ac]","1","2",0.045305671919113
"H4-K5[ac];K8[ac];K12[un];K16[ac]","1","4",0.107007987215361
"H4-K5[ac];K8[ac];K12[un];K16[ac]","1","8",0.00724071150237978
"H4-K5[ac];K8[ac];K12[un];K16[ac]","2","1",0.178420796790356
"H4-K5[ac];K8[ac];K12[un];K16[ac]","2","2",0.369114176967708
"H4-K5[ac];K8[ac];K12[un];K16[ac]","2","4",0.257990496666504
"H4-K5[ac];K8[ac];K12[un];K16[ac]","2","8",0.232593674604127
"H4-K5[ac];K8[ac];K12[un];K16[ac]","3","1",0.603984178322232
"H4-K5[ac];K8[ac];K12[un];K16[ac]","3","2",0.626474932139007
"H4-K5[ac];K8[ac];K12[un];K16[ac]","3","4",1.05649916625512
"H4-K5[ac];K8[ac];K12[un];K16[ac]","3","8",0.412753628843255
"H4-K5[ac];K8[ac];K12[un];K16[un]","1","1",0.427738156637089
"H4-K5[ac];K8[ac];K12[un];K16[un]","1","2",0.40994387856356
"H4-K5[ac];K8[ac];K12[un];K16[un]","1","4",0.0343797944528979
"H4-K5[ac];K8[ac];K12[un];K16[un]","1","8",0.122590383822845
"H4-K5[ac];K8[ac];K12[un];K16[un]","2","1",0.1752018011199
